GEO_ID,NAME,S2401_C01_001E,S2401_C01_001M,S2401_C01_002E,S2401_C01_002M,PERC_Management,S2401_C01_018E,S2401_C01_018M,PERC_Service,S2401_C01_026E,S2401_C01_026M,PERC_Sales,S2401_C01_029E,S2401_C01_029M,PERC_Natural,S2401_C01_033E,S2401_C01_033M,PERC_Production
id,Geographic Area Name,Estimate!!Total!!16 years and over,Margin of Error!!Total MOE!!16 years and over,"Estimate!!Total!!16 years and over!!Management, business, science, and arts occupations","Margin of Error!!Total MOE!!16 years and over!!Management, business, science, and arts occupations","PERC_Management, business, science, and arts occupations",Estimate!!Total!!16 years and over!!Service occupations,Margin of Error!!Total MOE!!16 years and over!!Service occupations,PERC_Service occupations,Estimate!!Total!!16 years and over!!Sales and office occupations,Margin of Error!!Total MOE!!16 years and over!!Sales and office occupations,PERC_Sales,"Estimate!!Total!!16 years and over!!Natural resources, construction, and maintenance occupations","Margin of Error!!Total MOE!!16 years and over!!Natural resources, construction, and maintenance occupations",PERC_Natural,"Estimate!!Total!!16 years and over!!Production, transportation, and material moving occupations","Margin of Error!!Total MOE!!16 years and over!!Production, transportation, and material moving occupations",PERC_Production
1400000US36047118400,"Census Tract 1184, Kings County, New York",2184,363,405,155,18.544,530,149,24.2674,630,229,28.8462,160,82,7.326,459,185,21.0165
1400000US36047118600,"Census Tract 1186, Kings County, New York",1201,193,201,72,16.7361,316,118,26.3114,313,105,26.0616,147,70,12.2398,224,81,18.6511
1400000US36047118800,"Census Tract 1188, Kings County, New York",1891,298,394,147,20.8355,553,147,29.2438,425,201,22.4749,147,78,7.7737,372,122,19.6721
1400000US36047119000,"Census Tract 1190, Kings County, New York",933,152,141,71,15.1125,328,98,35.1554,133,55,14.2551,143,65,15.3269,188,87,20.1501
1400000US36047119200,"Census Tract 1192, Kings County, New York",1355,284,346,131,25.5351,506,130,37.3432,158,78,11.6605,141,78,10.4059,204,94,15.0554
1400000US36047119400,"Census Tract 1194, Kings County, New York",1632,304,355,119,21.7525,323,147,19.7917,566,222,34.6814,125,71,7.6593,263,119,16.1152
1400000US36047119600,"Census Tract 1196, Kings County, New York",2147,277,523,190,24.3596,649,150,30.2282,391,144,18.2115,247,132,11.5044,337,106,15.6963
1400000US36047119800,"Census Tract 1198, Kings County, New York",1135,228,295,138,25.9912,306,97,26.9604,276,112,24.3172,64,51,5.6388,194,94,17.0925
1400000US36047120000,"Census Tract 1200, Kings County, New York",956,170,193,63,20.1883,311,85,32.5314,229,98,23.954,103,43,10.7741,120,55,12.5523
1400000US36047120200,"Census Tract 1202, Kings County, New York",753,138,105,78,13.9442,197,94,26.162,117,80,15.5378,140,70,18.5923,194,81,25.7636
1400000US36047120800,"Census Tract 1208, Kings County, New York",3772,589,829,297,21.9777,1686,368,44.6978,724,208,19.1941,216,114,5.7264,317,133,8.404
1400000US36047121000,"Census Tract 1210, Kings County, New York",931,282,247,111,26.5306,378,179,40.6015,138,77,14.8228,63,67,6.7669,105,65,11.2782
1400000US36047121400,"Census Tract 1214, Kings County, New York",1229,180,222,85,18.0635,483,145,39.3002,293,113,23.8405,46,39,3.7429,185,107,15.0529
1400000US36047122000,"Census Tract 1220, Kings County, New York",2286,383,755,221,33.0271,772,251,33.7708,389,194,17.0166,24,42,1.0499,346,179,15.1356
1400000US36047123700,"Census Tract 1237, Kings County, New York",1698,227,556,147,32.7444,242,139,14.2521,708,192,41.6961,23,26,1.3545,169,71,9.9529
1400000US36047150200,"Census Tract 1502, Kings County, New York",1725,171,1055,178,61.1594,290,120,16.8116,310,111,17.971,7,12,0.4058,63,34,3.6522
1400000US36047152200,"Census Tract 1522, Kings County, New York",1884,223,1177,154,62.4735,197,69,10.4565,308,107,16.3482,74,76,3.9278,128,61,6.7941
1400000US36047990100,"Census Tract 9901, Kings County, New York",0,12,0,12,0,0,12,0,0,12,0,0,12,0,0,12,0
1400000US36061000100,"Census Tract 1, New York County, New York",0,12,0,12,0,0,12,0,0,12,0,0,12,0,0,12,0
1400000US36061000201,"Census Tract 2.01, New York County, New York",1065,185,264,123,24.7887,360,152,33.8028,352,115,33.0516,18,27,1.6901,71,62,6.6667
1400000US36061000202,"Census Tract 2.02, New York County, New York",2953,402,1044,267,35.3539,1037,300,35.1168,640,206,21.6729,69,80,2.3366,163,109,5.5198
1400000US36061000500,"Census Tract 5, New York County, New York",0,12,0,12,0,0,12,0,0,12,0,0,12,0,0,12,0
1400000US36061000600,"Census Tract 6, New York County, New York",3083,529,914,340,29.6464,1139,359,36.9445,620,368,20.1103,34,56,1.1028,376,224,12.1959
1400000US36061000700,"Census Tract 7, New York County, New York",6767,616,4838,511,71.494,230,148,3.3988,1609,485,23.7772,90,104,1.33,0,17,0
1400000US36061000800,"Census Tract 8, New York County, New York",3965,605,1124,326,28.348,1244,468,31.3745,857,255,21.6141,149,106,3.7579,591,216,14.9054
1400000US36061000900,"Census Tract 9, New York County, New York",1279,124,962,122,75.215,46,28,3.5966,259,64,20.2502,2,5,0.1564,10,10,0.7819
1400000US36061001001,"Census Tract 10.01, New York County, New York",714,93,495,84,69.3277,93,38,13.0252,71,30,9.944,33,21,4.6218,22,17,3.0812
1400000US36061001002,"Census Tract 10.02, New York County, New York",1613,426,491,308,30.4402,644,346,39.9256,238,126,14.7551,57,68,3.5338,183,136,11.3453
1400000US36061001200,"Census Tract 12, New York County, New York",1774,197,1032,136,58.1736,289,129,16.2909,292,100,16.46,17,25,0.9583,144,66,8.1172
1400000US36061001300,"Census Tract 13, New York County, New York",3563,383,2901,370,81.4202,120,75,3.3679,491,166,13.7805,19,29,0.5333,32,35,0.8981
1400000US36061001401,"Census Tract 14.01, New York County, New York",1766,196,1361,174,77.0668,120,59,6.795,232,89,13.137,23,27,1.3024,30,28,1.6988
1400000US36061001402,"Census Tract 14.02, New York County, New York",1480,212,703,132,47.5,434,142,29.3243,263,99,17.7703,9,14,0.6081,71,45,4.7973
1400000US36061001501,"Census Tract 15.01, New York County, New York",3786,397,2712,374,71.6323,351,140,9.271,583,160,15.3988,43,44,1.1358,97,66,2.5621
1400000US36061001502,"Census Tract 15.02, New York County, New York",5614,462,4128,427,73.5305,290,139,5.1657,1115,236,19.8611,55,51,0.9797,26,30,0.4631
1400000US36061001600,"Census Tract 16, New York County, New York",3651,390,1909,342,52.287,883,256,24.1852,637,193,17.4473,76,65,2.0816,146,110,3.9989
1400000US36061001800,"Census Tract 18, New York County, New York",4039,470,2115,328,52.3644,925,351,22.9017,700,244,17.331,121,105,2.9958,178,120,4.407
1400000US36061002000,"Census Tract 20, New York County, New York",1175,200,355,126,30.2128,396,113,33.7021,248,102,21.1064,74,49,6.2979,102,63,8.6809
1400000US36061002100,"Census Tract 21, New York County, New York",3803,389,2792,334,73.4157,146,113,3.8391,797,255,20.9571,60,74,1.5777,8,14,0.2104
1400000US36061002201,"Census Tract 22.01, New York County, New York",2615,389,1030,294,39.3881,663,236,25.3537,638,200,24.3977,87,83,3.327,197,121,7.5335
1400000US36061002202,"Census Tract 22.02, New York County, New York",1326,194,898,169,67.7225,179,94,13.4992,248,123,18.7029,0,12,0,1,15,0.0754
1400000US36061002400,"Census Tract 24, New York County, New York",1046,250,295,172,28.2027,393,157,37.5717,245,120,23.4226,0,12,0,113,88,10.8031
1400000US36061002500,"Census Tract 25, New York County, New York",1613,286,371,158,23.0006,644,203,39.9256,316,141,19.5908,61,67,3.7818,221,114,13.7012
1400000US36061002601,"Census Tract 26.01, New York County, New York",1897,285,799,146,42.1191,349,99,18.3975,509,152,26.8318,88,58,4.6389,152,74,8.0127
1400000US36061002602,"Census Tract 26.02, New York County, New York",2429,276,1661,274,68.3821,251,113,10.3335,491,171,20.2141,0,12,0,26,40,1.0704
1400000US36061002700,"Census Tract 27, New York County, New York",685,132,330,97,48.1752,121,54,17.6642,145,46,21.1679,38,37,5.5474,51,38,7.4453
1400000US36061002800,"Census Tract 28, New York County, New York",3241,452,1500,299,46.282,592,202,18.266,923,287,28.4789,79,80,2.4375,147,100,4.5356
1400000US36061002900,"Census Tract 29, New York County, New York",2044,337,875,243,42.8082,521,207,25.4892,392,256,19.1781,91,103,4.4521,165,106,8.0724
1400000US36061003001,"Census Tract 30.01, New York County, New York",2906,333,1615,315,55.5747,324,148,11.1493,693,185,23.8472,59,65,2.0303,215,122,7.3985
1400000US36061003002,"Census Tract 30.02, New York County, New York",1830,227,1178,183,64.3716,256,110,13.9891,300,138,16.3934,22,25,1.2022,74,50,4.0437
1400000US36061003100,"Census Tract 31, New York County, New York",1421,142,839,136,59.0429,132,55,9.2892,444,118,31.2456,0,12,0,6,9,0.4222
1400000US36061003200,"Census Tract 32, New York County, New York",4672,566,3104,479,66.4384,608,256,13.0137,650,263,13.9127,133,131,2.8467,177,138,3.7885
1400000US36061003300,"Census Tract 33, New York County, New York",3127,361,2066,322,66.0697,119,117,3.8056,845,230,27.0227,71,84,2.2705,26,32,0.8315
1400000US36061003400,"Census Tract 34, New York County, New York",4148,503,2960,480,71.3597,320,217,7.7146,868,281,20.9257,0,17,0,0,17,0
1400000US36061003601,"Census Tract 36.01, New York County, New York",1657,217,736,172,44.4176,306,112,18.4671,427,154,25.7695,124,86,7.4834,64,57,3.8624
1400000US36061003602,"Census Tract 36.02, New York County, New York",1925,241,1426,203,74.0779,111,60,5.7662,287,119,14.9091,6,10,0.3117,95,74,4.9351
1400000US36061003700,"Census Tract 37, New York County, New York",1662,268,1233,243,74.1877,68,45,4.0915,314,94,18.8929,38,31,2.2864,9,16,0.5415
1400000US36061003800,"Census Tract 38, New York County, New York",5693,640,3830,595,67.2756,820,335,14.4037,848,296,14.8955,0,17,0,195,155,3.4253
1400000US36061003900,"Census Tract 39, New York County, New York",3340,414,2377,370,71.1677,46,43,1.3772,887,219,26.5569,19,30,0.5689,11,18,0.3293
1400000US36061004000,"Census Tract 40, New York County, New York",5123,497,3590,464,70.0761,449,195,8.7644,988,352,19.2856,87,107,1.6982,9,17,0.1757
1400000US36061004100,"Census Tract 41, New York County, New York",5011,597,2656,452,53.0034,953,279,19.0182,767,218,15.3063,15,23,0.2993,620,367,12.3728
1400000US36061004200,"Census Tract 42, New York County, New York",2486,267,1393,232,56.0338,357,102,14.3604,700,124,28.1577,0,17,0,36,40,1.4481
1400000US36061004300,"Census Tract 43, New York County, New York",2449,365,1781,334,72.7236,123,108,5.0225,445,239,18.1707,61,92,2.4908,39,55,1.5925
1400000US36061004400,"Census Tract 44, New York County, New York",10562,947,7329,936,69.3903,1056,496,9.9981,1841,569,17.4304,110,164,1.0415,226,237,2.1397
1400000US36061004500,"Census Tract 45, New York County, New York",518,104,302,82,58.3012,38,27,7.3359,126,53,24.3243,7,12,1.3514,45,43,8.6873
1400000US36061004700,"Census Tract 47, New York County, New York",1507,200,1091,186,72.3955,54,43,3.5833,342,113,22.6941,12,20,0.7963,8,13,0.5309
1400000US36061004800,"Census Tract 48, New York County, New York",3701,363,2642,321,71.3861,247,131,6.6739,743,202,20.0757,53,86,1.432,16,26,0.4323
1400000US36061004900,"Census Tract 49, New York County, New York",2866,324,2119,315,73.9358,255,126,8.8974,431,182,15.0384,34,41,1.1863,27,32,0.9421
1400000US36061005000,"Census Tract 50, New York County, New York",3587,368,2804,313,78.1712,94,72,2.6206,638,201,17.7865,28,36,0.7806,23,42,0.6412
1400000US36061005200,"Census Tract 52, New York County, New York",1825,262,1234,190,67.6164,68,68,3.726,506,162,27.726,8,13,0.4384,9,14,0.4932
1400000US36061005400,"Census Tract 54, New York County, New York",3086,363,2514,337,81.4647,34,35,1.1017,469,145,15.1977,31,35,1.0045,38,37,1.2314
1400000US36061005501,"Census Tract 55.01, New York County, New York",2637,335,2387,291,90.5195,83,76,3.1475,145,78,5.4987,0,12,0,22,29,0.8343
1400000US36061005502,"Census Tract 55.02, New York County, New York",1256,192,911,197,72.5318,76,45,6.051,258,93,20.5414,11,18,0.8758,0,12,0
1400000US36061005600,"Census Tract 56, New York County, New York",2183,408,1628,358,74.5763,82,76,3.7563,428,156,19.606,0,12,0,45,46,2.0614
1400000US36061005700,"Census Tract 57, New York County, New York",1687,186,1420,179,84.1731,44,35,2.6082,213,98,12.626,10,15,0.5928,0,12,0
1400000US36061005800,"Census Tract 58, New York County, New York",2602,343,1821,324,69.9846,136,90,5.2267,587,209,22.5596,0,12,0,58,61,2.2291
1400000US36061005900,"Census Tract 59, New York County, New York",3081,371,2271,332,73.7098,213,108,6.9133,580,178,18.8251,0,17,0,17,27,0.5518
1400000US36061006000,"Census Tract 60, New York County, New York",3127,365,2464,314,78.7976,194,100,6.204,469,231,14.9984,0,17,0,0,17,0
1400000US36061006100,"Census Tract 61, New York County, New York",2743,332,2021,270,73.6785,166,88,6.0518,519,134,18.9209,8,15,0.2917,29,33,1.0572
1400000US36061006200,"Census Tract 62, New York County, New York",2037,333,1317,211,64.6539,170,110,8.3456,412,154,20.2258,84,63,4.1237,54,49,2.651
1400000US36061006300,"Census Tract 63, New York County, New York",3845,337,3098,332,80.5722,98,62,2.5488,611,164,15.8908,0,17,0,38,38,0.9883
1400000US36061006400,"Census Tract 64, New York County, New York",5538,757,4075,649,73.5825,362,176,6.5367,830,344,14.9874,219,201,3.9545,52,85,0.939
1400000US36061006500,"Census Tract 65, New York County, New York",4088,421,2693,382,65.8757,234,118,5.7241,960,243,23.4834,71,87,1.7368,130,95,3.18
1400000US36061006600,"Census Tract 66, New York County, New York",6311,848,4733,680,74.996,623,239,9.8717,906,395,14.3559,0,19,0,49,80,0.7764
1400000US36061006700,"Census Tract 67, New York County, New York",3893,360,2747,341,70.5625,208,124,5.3429,849,222,21.8084,26,42,0.6679,63,67,1.6183
1400000US36061006800,"Census Tract 68, New York County, New York",4768,540,3325,569,69.7357,265,143,5.5579,1054,338,22.1057,0,17,0,124,96,2.6007
1400000US36061006900,"Census Tract 69, New York County, New York",1522,171,1169,168,76.8068,71,55,4.6649,268,94,17.6084,0,12,0,14,16,0.9198
1400000US36061007000,"Census Tract 70, New York County, New York",5443,807,4574,806,84.0345,163,153,2.9947,548,213,10.068,138,157,2.5354,20,31,0.3674
1400000US36061007100,"Census Tract 71, New York County, New York",3820,436,2944,388,77.0681,229,131,5.9948,602,184,15.7592,0,17,0,45,71,1.178
1400000US36061007200,"Census Tract 72, New York County, New York",5235,687,3657,692,69.8567,324,213,6.1891,1091,431,20.8405,138,157,2.6361,25,52,0.4776
1400000US36061007300,"Census Tract 73, New York County, New York",3997,532,3163,534,79.1344,184,141,4.6035,589,231,14.7361,0,17,0,61,70,1.5261
1400000US36061007400,"Census Tract 74, New York County, New York",2873,299,2135,300,74.3126,174,100,6.0564,462,159,16.0808,85,87,2.9586,17,29,0.5917
1400000US36061007500,"Census Tract 75, New York County, New York",2483,260,1984,253,79.9033,161,116,6.4841,338,140,13.6126,0,12,0,0,12,0
1400000US36061007600,"Census Tract 76, New York County, New York",1447,211,1134,179,78.369,46,33,3.179,259,106,17.8991,8,13,0.5529,0,12,0
1400000US36061007700,"Census Tract 77, New York County, New York",4423,385,3060,365,69.1838,194,103,4.3862,970,211,21.9308,121,159,2.7357,78,64,1.7635
1400000US36061007800,"Census Tract 78, New York County, New York",6055,665,4225,599,69.777,424,215,7.0025,1199,340,19.8018,137,169,2.2626,70,69,1.1561
1400000US36061007900,"Census Tract 79, New York County, New York",2146,320,1506,275,70.1771,135,95,6.2908,478,155,22.274,0,12,0,27,30,1.2582
1400000US36061008000,"Census Tract 80, New York County, New York",3461,459,2611,403,75.4406,104,61,3.0049,654,176,18.8963,92,69,2.6582,0,17,0
1400000US36061008100,"Census Tract 81, New York County, New York",5366,621,3985,507,74.2639,362,159,6.7462,960,329,17.8904,59,62,1.0995,0,17,0
1400000US36061008200,"Census Tract 82, New York County, New York",2461,303,1757,292,71.3937,113,105,4.5916,531,196,21.5766,0,12,0,60,74,2.438
1400000US36061008300,"Census Tract 83, New York County, New York",2222,443,1251,347,56.3006,293,220,13.1863,644,215,28.9829,0,12,0,34,40,1.5302
1400000US36061008400,"Census Tract 84, New York County, New York",1380,241,1020,217,73.913,57,49,4.1304,256,93,18.5507,41,55,2.971,6,10,0.4348
1400000US36061008601,"Census Tract 86.01, New York County, New York",2198,238,1690,239,76.8881,26,29,1.1829,464,146,21.1101,0,12,0,18,29,0.8189
1400000US36061008602,"Census Tract 86.02, New York County, New York",0,12,0,12,0,0,12,0,0,12,0,0,12,0,0,12,0
1400000US36061008603,"Census Tract 86.03, New York County, New York",2557,369,2140,354,83.6918,26,31,1.0168,360,122,14.079,0,12,0,31,35,1.2124
1400000US36061008700,"Census Tract 87, New York County, New York",5445,575,3736,465,68.6134,305,305,5.6015,1247,362,22.9017,32,47,0.5877,125,173,2.2957
1400000US36061008800,"Census Tract 88, New York County, New York",4610,502,3392,500,73.5792,131,111,2.8416,816,212,17.7007,0,17,0,271,227,5.8785
1400000US36061008900,"Census Tract 89, New York County, New York",3385,405,2459,345,72.644,266,155,7.8582,472,184,13.9439,81,86,2.3929,107,99,3.161
1400000US36061009000,"Census Tract 90, New York County, New York",5531,619,4130,541,74.67,153,113,2.7662,1154,283,20.8642,94,154,1.6995,0,17,0
1400000US36061009100,"Census Tract 91, New York County, New York",4604,559,3260,599,70.808,239,183,5.1911,932,297,20.2433,26,44,0.5647,147,137,3.1929
1400000US36061009200,"Census Tract 92, New York County, New York",1247,186,896,165,71.8524,17,19,1.3633,306,83,24.5389,28,41,2.2454,0,12,0
1400000US36061009300,"Census Tract 93, New York County, New York",5575,746,3080,609,55.2466,1026,392,18.4036,1075,299,19.2825,62,99,1.1121,332,246,5.9552
1400000US36061009400,"Census Tract 94, New York County, New York",50,39,30,33,60,13,20,26,7,8,14,0,12,0,0,12,0
1400000US36061009500,"Census Tract 95, New York County, New York",1420,201,963,191,67.8169,112,68,7.8873,309,99,21.7606,9,16,0.6338,27,23,1.9014
1400000US36061009600,"Census Tract 96, New York County, New York",133,45,101,38,75.9398,0,12,0,32,18,24.0602,0,12,0,0,12,0
1400000US36061009700,"Census Tract 97, New York County, New York",2572,328,1423,254,55.3266,367,160,14.2691,664,210,25.8165,0,12,0,118,120,4.5879
1400000US36061009800,"Census Tract 98, New York County, New York",4779,523,3431,486,71.7933,504,259,10.5461,805,284,16.8445,8,14,0.1674,31,39,0.6487
1400000US36061009900,"Census Tract 99, New York County, New York",4334,298,3109,303,71.7351,252,130,5.8145,898,200,20.7199,10,15,0.2307,65,52,1.4998
1400000US36061010000,"Census Tract 100, New York County, New York",1334,172,906,164,67.916,107,70,8.021,319,88,23.913,2,4,0.1499,0,12,0
1400000US36061010100,"Census Tract 101, New York County, New York",933,115,712,104,76.313,78,43,8.3601,116,51,12.433,14,18,1.5005,13,13,1.3934
1400000US36061010200,"Census Tract 102, New York County, New York",64,38,57,36,89.0625,3,4,4.6875,4,7,6.25,0,12,0,0,12,0
1400000US36061010300,"Census Tract 103, New York County, New York",1497,190,1073,151,71.6767,47,53,3.1396,343,113,22.9125,0,12,0,34,32,2.2712
1400000US36061010400,"Census Tract 104, New York County, New York",601,93,427,82,71.0483,45,40,7.4875,115,55,19.1348,0,12,0,14,17,2.3295
1400000US36061010601,"Census Tract 106.01, New York County, New York",3783,609,2694,443,71.2133,54,62,1.4274,956,396,25.2709,32,56,0.8459,47,52,1.2424
1400000US36061010602,"Census Tract 106.02, New York County, New York",2943,348,2419,322,82.195,137,99,4.6551,342,153,11.6208,37,43,1.2572,8,12,0.2718
1400000US36061010800,"Census Tract 108, New York County, New York",6237,706,4649,637,74.539,411,288,6.5897,1064,293,17.0595,58,70,0.9299,55,84,0.8818
1400000US36061010900,"Census Tract 109, New York County, New York",140,41,87,38,62.1429,0,12,0,43,29,30.7143,0,12,0,10,17,7.1429
1400000US36061011000,"Census Tract 110, New York County, New York",4642,719,3083,601,66.4153,468,254,10.0819,944,272,20.3361,75,77,1.6157,72,75,1.5511
1400000US36061011100,"Census Tract 111, New York County, New York",3183,392,1925,280,60.4775,579,199,18.1904,637,216,20.0126,0,12,0,42,50,1.3195
1400000US36061011201,"Census Tract 112.01, New York County, New York",537,82,350,53,65.1769,21,19,3.9106,148,53,27.5605,10,17,1.8622,8,10,1.4898
1400000US36061011202,"Census Tract 112.02, New York County, New York",204,68,171,62,83.8235,0,12,0,33,20,16.1765,0,12,0,0,12,0
1400000US36061011203,"Census Tract 112.03, New York County, New York",777,117,583,104,75.0322,34,25,4.3758,160,66,20.592,0,12,0,0,12,0
1400000US36061011300,"Census Tract 113, New York County, New York",76,35,65,32,85.5263,5,8,6.5789,0,12,0,0,12,0,6,13,7.8947
1400000US36061011401,"Census Tract 114.01, New York County, New York",486,83,382,72,78.6008,23,21,4.7325,80,32,16.4609,0,12,0,1,4,0.2058
1400000US36061011402,"Census Tract 114.02, New York County, New York",940,221,792,197,84.2553,0,12,0,148,61,15.7447,0,12,0,0,12,0
1400000US36061011500,"Census Tract 115, New York County, New York",2639,345,1590,207,60.2501,340,139,12.8837,530,161,20.0834,120,116,4.5472,59,53,2.2357
1400000US36061011600,"Census Tract 116, New York County, New York",2132,303,1595,282,74.8124,74,65,3.4709,424,196,19.8874,3,5,0.1407,36,49,1.6886
1400000US36061011700,"Census Tract 117, New York County, New York",3123,315,2205,294,70.6052,305,125,9.7663,545,173,17.4512,18,29,0.5764,50,49,1.601
1400000US36061011800,"Census Tract 118, New York County, New York",5122,634,3734,593,72.9012,145,150,2.8309,1205,374,23.526,0,17,0,38,69,0.7419
1400000US36061011900,"Census Tract 119, New York County, New York",354,117,161,85,45.4802,135,77,38.1356,58,53,16.3842,0,12,0,0,12,0
1400000US36061012000,"Census Tract 120, New York County, New York",1489,248,1123,214,75.4197,70,75,4.7011,269,144,18.0658,0,12,0,27,44,1.8133
1400000US36061012100,"Census Tract 121, New York County, New York",5168,774,3511,688,67.9373,656,255,12.6935,460,195,8.9009,407,249,7.8754,134,134,2.5929
1400000US36061012200,"Census Tract 122, New York County, New York",1095,255,805,208,73.516,50,84,4.5662,230,103,21.0046,0,12,0,10,15,0.9132
1400000US36061012400,"Census Tract 124, New York County, New York",5950,567,4432,628,74.4874,183,116,3.0756,1002,303,16.8403,201,232,3.3782,132,169,2.2185
1400000US36061012500,"Census Tract 125, New York County, New York",1877,199,1448,176,77.1444,113,67,6.0202,266,96,14.1716,26,36,1.3852,24,25,1.2786
1400000US36061012600,"Census Tract 126, New York County, New York",7576,953,5271,1005,69.575,122,114,1.6103,2122,702,28.0095,0,19,0,61,96,0.8052
1400000US36061012700,"Census Tract 127, New York County, New York",5115,705,3397,588,66.4125,497,261,9.7165,967,257,18.9052,26,63,0.5083,228,174,4.4575
1400000US36061012800,"Census Tract 128, New York County, New York",2614,353,1788,278,68.4009,65,61,2.4866,702,207,26.8554,39,39,1.492,20,32,0.7651
1400000US36061012900,"Census Tract 129, New York County, New York",5358,669,3617,565,67.5065,551,241,10.2837,996,307,18.589,113,113,2.109,81,80,1.5118
1400000US36061013000,"Census Tract 130, New York County, New York",1761,321,1237,240,70.2442,120,97,6.8143,354,156,20.1022,0,12,0,50,39,2.8393
1400000US36061013100,"Census Tract 131, New York County, New York",1960,220,1410,196,71.9388,85,50,4.3367,357,106,18.2143,50,57,2.551,58,56,2.9592
1400000US36061013200,"Census Tract 132, New York County, New York",7066,894,4667,807,66.0487,451,320,6.3827,1555,655,22.0068,84,121,1.1888,309,257,4.3731
1400000US36061013300,"Census Tract 133, New York County, New York",3855,498,2544,407,65.9922,346,140,8.9754,835,209,21.6602,31,37,0.8042,99,72,2.5681
1400000US36061013400,"Census Tract 134, New York County, New York",7688,775,5336,663,69.4069,502,385,6.5297,1708,505,22.2164,104,116,1.3528,38,80,0.4943
1400000US36061013500,"Census Tract 135, New York County, New York",4681,589,2657,415,56.7614,789,409,16.8554,1089,351,23.2643,63,59,1.3459,83,58,1.7731
1400000US36061013600,"Census Tract 136, New York County, New York",10004,979,6835,849,68.3227,288,209,2.8788,2791,760,27.8988,13,29,0.1299,77,90,0.7697
1400000US36061013700,"Census Tract 137, New York County, New York",3854,722,3050,660,79.1386,164,122,4.2553,553,214,14.3487,0,17,0,87,127,2.2574
1400000US36061013800,"Census Tract 138, New York County, New York",8528,1102,5761,846,67.5539,933,634,10.9404,1765,586,20.6965,69,117,0.8091,0,19,0
1400000US36061013900,"Census Tract 139, New York County, New York",7134,956,5373,814,75.3154,471,266,6.6022,1120,397,15.6995,79,126,1.1074,91,105,1.2756
1400000US36061014000,"Census Tract 140, New York County, New York",4212,402,3559,411,84.4967,32,36,0.7597,621,151,14.7436,0,17,0,0,17,0
1400000US36061014200,"Census Tract 142, New York County, New York",2281,344,1780,257,78.0359,113,77,4.954,362,132,15.8702,0,12,0,26,37,1.1399
1400000US36061014300,"Census Tract 143, New York County, New York",0,12,0,12,0,0,12,0,0,12,0,0,12,0,0,12,0
1400000US36061014401,"Census Tract 144.01, New York County, New York",3132,393,2130,351,68.0077,381,204,12.1648,593,224,18.9336,0,17,0,28,31,0.894
1400000US36061014402,"Census Tract 144.02, New York County, New York",4131,389,3106,364,75.1876,213,114,5.1561,746,264,18.0586,15,23,0.3631,51,44,1.2346
1400000US36061014500,"Census Tract 145, New York County, New York",2929,422,2270,362,77.5009,91,74,3.1069,484,157,16.5244,9,18,0.3073,75,56,2.5606
1400000US36061014601,"Census Tract 146.01, New York County, New York",3249,431,2688,375,82.7331,197,148,6.0634,344,142,10.5879,20,31,0.6156,0,12,0
1400000US36061014602,"Census Tract 146.02, New York County, New York",4860,454,3885,491,79.9383,130,85,2.6749,625,208,12.8601,101,121,2.0782,119,113,2.4486
1400000US36061014700,"Census Tract 147, New York County, New York",2312,262,1992,240,86.1592,68,56,2.9412,252,94,10.8997,0,12,0,0,12,0
1400000US36061014801,"Census Tract 148.01, New York County, New York",1730,231,1267,190,73.237,66,43,3.815,338,111,19.5376,0,12,0,59,51,3.4104
1400000US36061014802,"Census Tract 148.02, New York County, New York",4104,378,2793,369,68.0556,357,230,8.6988,791,270,19.2739,120,88,2.924,43,36,1.0478
1400000US36061014900,"Census Tract 149, New York County, New York",2993,393,2093,327,69.9298,136,97,4.5439,671,190,22.419,14,22,0.4678,79,100,2.6395
1400000US36061015001,"Census Tract 150.01, New York County, New York",1006,159,835,154,83.002,15,22,1.4911,156,66,15.507,0,12,0,0,12,0
1400000US36061015002,"Census Tract 150.02, New York County, New York",2461,316,1805,303,73.3442,65,52,2.6412,523,154,21.2515,52,49,2.113,16,24,0.6501
1400000US36061015100,"Census Tract 151, New York County, New York",4398,637,2380,486,54.1155,458,266,10.4138,1186,397,26.9668,14,31,0.3183,360,265,8.1855
1400000US36061015200,"Census Tract 152, New York County, New York",3877,398,2791,396,71.9887,199,114,5.1328,626,185,16.1465,164,134,4.2301,97,103,2.5019
1400000US36061015300,"Census Tract 153, New York County, New York",5702,573,4020,543,70.5016,194,122,3.4023,1398,348,24.5177,0,19,0,90,140,1.5784
1400000US36061015400,"Census Tract 154, New York County, New York",8696,996,5741,967,66.0189,479,305,5.5083,2244,741,25.805,39,61,0.4485,193,197,2.2194
1400000US36061015500,"Census Tract 155, New York County, New York",5706,616,4080,615,71.5037,331,244,5.8009,1295,410,22.6954,0,17,0,0,17,0
1400000US36061015601,"Census Tract 156.01, New York County, New York",3802,604,2688,423,70.6996,177,97,4.6554,724,228,19.0426,101,116,2.6565,112,115,2.9458
1400000US36061015602,"Census Tract 156.02, New York County, New York",1211,270,718,186,59.2898,144,109,11.891,308,198,25.4335,0,12,0,41,42,3.3856
1400000US36061015700,"Census Tract 157, New York County, New York",6084,804,4542,658,74.6548,230,142,3.7804,1225,451,20.1348,0,17,0,87,113,1.43
1400000US36061015801,"Census Tract 158.01, New York County, New York",3042,370,2541,289,83.5306,66,52,2.1696,400,167,13.1492,13,21,0.4274,22,35,0.7232
