GEO_ID,NAME,S2401_C01_001E,S2401_C01_001M,S2401_C01_002E,S2401_C01_002M,PERC_Management,S2401_C01_018E,S2401_C01_018M,PERC_Service,S2401_C01_026E,S2401_C01_026M,PERC_Sales,S2401_C01_029E,S2401_C01_029M,PERC_Natural,S2401_C01_033E,S2401_C01_033M,PERC_Production
id,Geographic Area Name,Estimate!!Total!!16 years and over,Margin of Error!!Total MOE!!16 years and over,"Estimate!!Total!!16 years and over!!Management, business, science, and arts occupations","Margin of Error!!Total MOE!!16 years and over!!Management, business, science, and arts occupations","PERC_Management, business, science, and arts occupations",Estimate!!Total!!16 years and over!!Service occupations,Margin of Error!!Total MOE!!16 years and over!!Service occupations,PERC_Service occupations,Estimate!!Total!!16 years and over!!Sales and office occupations,Margin of Error!!Total MOE!!16 years and over!!Sales and office occupations,PERC_Sales,"Estimate!!Total!!16 years and over!!Natural resources, construction, and maintenance occupations","Margin of Error!!Total MOE!!16 years and over!!Natural resources, construction, and maintenance occupations",PERC_Natural,"Estimate!!Total!!16 years and over!!Production, transportation, and material moving occupations","Margin of Error!!Total MOE!!16 years and over!!Production, transportation, and material moving occupations",PERC_Production
1400000US36005022701,"Census Tract 227.01, Bronx County, New York",2281,336,370,147,16.221,1009,243,44.235,487,174,21.3503,182,99,7.979,233,104,10.2148
1400000US36005022702,"Census Tract 227.02, Bronx County, New York",677,117,87,47,12.8508,240,73,35.4505,191,74,28.2127,53,46,7.8287,106,46,15.6573
1400000US36005022703,"Census Tract 227.03, Bronx County, New York",809,161,168,58,20.7664,187,68,23.115,223,121,27.5649,80,69,9.8888,151,81,18.665
1400000US36005022800,"Census Tract 228, Bronx County, New York",2947,393,952,228,32.304,701,222,23.7869,685,216,23.244,120,98,4.0719,489,276,16.5931
1400000US36005022901,"Census Tract 229.01, Bronx County, New York",2205,281,450,125,20.4082,900,192,40.8163,375,120,17.0068,151,97,6.8481,329,104,14.9206
1400000US36005022902,"Census Tract 229.02, Bronx County, New York",1375,242,212,85,15.4182,616,157,44.8,249,116,18.1091,100,80,7.2727,198,103,14.4
1400000US36005023000,"Census Tract 230, Bronx County, New York",1188,277,340,120,28.6195,299,96,25.1684,343,165,28.8721,67,43,5.6397,139,79,11.7003
1400000US36005023100,"Census Tract 231, Bronx County, New York",504,82,39,27,7.7381,232,62,46.0317,137,63,27.1825,38,30,7.5397,58,33,11.5079
1400000US36005023200,"Census Tract 232, Bronx County, New York",1095,160,259,72,23.653,388,82,35.4338,262,78,23.9269,50,28,4.5662,136,65,12.4201
1400000US36005023301,"Census Tract 233.01, Bronx County, New York",1671,307,265,103,15.8588,561,203,33.5727,410,180,24.5362,125,91,7.4806,310,166,18.5518
1400000US36005023302,"Census Tract 233.02, Bronx County, New York",1552,236,205,95,13.2088,679,193,43.75,324,122,20.8763,89,58,5.7345,255,104,16.4304
1400000US36005023501,"Census Tract 235.01, Bronx County, New York",1377,192,229,123,16.6304,618,162,44.8802,233,121,16.9208,123,63,8.9325,174,104,12.6362
1400000US36005023502,"Census Tract 235.02, Bronx County, New York",1862,248,216,106,11.6004,818,200,43.9313,309,102,16.5951,120,91,6.4447,399,173,21.4286
1400000US36005023600,"Census Tract 236, Bronx County, New York",733,139,149,77,20.3274,226,80,30.8322,199,70,27.1487,76,44,10.3683,83,42,11.3233
1400000US36005023702,"Census Tract 237.02, Bronx County, New York",474,92,78,36,16.4557,148,43,31.2236,111,49,23.4177,54,27,11.3924,83,38,17.5105
1400000US36005023703,"Census Tract 237.03, Bronx County, New York",2185,368,369,154,16.8879,1003,253,45.9039,469,262,21.4645,166,97,7.5973,178,88,8.1465
1400000US36005023704,"Census Tract 237.04, Bronx County, New York",1358,274,195,111,14.3594,668,162,49.19,214,124,15.7585,135,110,9.9411,146,93,10.7511
1400000US36005023800,"Census Tract 238, Bronx County, New York",1082,191,360,102,33.2717,297,115,27.4492,239,77,22.0887,58,41,5.3604,128,63,11.8299
1400000US36005023900,"Census Tract 239, Bronx County, New York",2993,479,430,190,14.3669,1359,397,45.4059,803,268,26.8293,101,97,3.3745,300,165,10.0234
1400000US36005024000,"Census Tract 240, Bronx County, New York",1893,286,386,126,20.3909,544,151,28.7375,427,172,22.5568,220,111,11.6218,316,110,16.6931
1400000US36005024100,"Census Tract 241, Bronx County, New York",2965,369,571,199,19.258,1176,246,39.6627,737,185,24.8567,126,83,4.2496,355,117,11.973
1400000US36005024300,"Census Tract 243, Bronx County, New York",2005,247,272,109,13.5661,781,170,38.9526,524,142,26.1347,152,108,7.581,276,140,13.7656
1400000US36005024400,"Census Tract 244, Bronx County, New York",1113,143,378,87,33.9623,147,53,13.2075,326,101,29.2902,124,63,11.1411,138,52,12.3989
1400000US36005024501,"Census Tract 245.01, Bronx County, New York",1687,247,301,101,17.8423,641,154,37.9964,331,110,19.6206,103,80,6.1055,311,111,18.4351
1400000US36005024502,"Census Tract 245.02, Bronx County, New York",1444,259,233,88,16.1357,731,220,50.6233,311,184,21.5374,56,47,3.8781,113,69,7.8255
1400000US36005024600,"Census Tract 246, Bronx County, New York",1022,185,367,121,35.91,248,95,24.2661,225,59,22.0157,70,58,6.8493,112,54,10.9589
1400000US36005024700,"Census Tract 247, Bronx County, New York",928,145,278,74,29.9569,305,89,32.8664,165,70,17.7802,62,46,6.681,118,66,12.7155
1400000US36005024800,"Census Tract 248, Bronx County, New York",1515,188,473,131,31.2211,496,144,32.7393,251,97,16.5677,227,122,14.9835,68,57,4.4884
1400000US36005024900,"Census Tract 249, Bronx County, New York",0,12,0,12,0,0,12,0,0,12,0,0,12,0,0,12,0
1400000US36005025000,"Census Tract 250, Bronx County, New York",1210,189,504,139,41.6529,388,165,32.0661,225,97,18.595,36,34,2.9752,57,63,4.7107
1400000US36005025100,"Census Tract 251, Bronx County, New York",2689,443,503,276,18.7058,1090,325,40.5355,548,165,20.3793,219,135,8.1443,329,159,12.235
1400000US36005025200,"Census Tract 252, Bronx County, New York",1299,166,645,151,49.6536,222,76,17.0901,203,72,15.6274,96,50,7.3903,133,58,10.2386
1400000US36005025300,"Census Tract 253, Bronx County, New York",2661,295,353,113,13.2657,1247,191,46.8621,495,133,18.602,119,99,4.472,447,148,16.7982
1400000US36005025400,"Census Tract 254, Bronx County, New York",899,151,311,80,34.594,245,101,27.2525,186,56,20.6897,71,45,7.8977,86,42,9.5662
1400000US36005025500,"Census Tract 255, Bronx County, New York",3203,587,319,157,9.9594,1494,391,46.6438,447,190,13.9557,324,204,10.1155,619,209,19.3256
1400000US36005025600,"Census Tract 256, Bronx County, New York",717,102,217,68,30.265,176,83,24.5467,178,60,24.8257,83,55,11.576,63,44,8.7866
1400000US36005025700,"Census Tract 257, Bronx County, New York",1265,333,284,114,22.4506,522,140,41.2648,167,92,13.2016,117,95,9.249,175,88,13.834
1400000US36005026100,"Census Tract 261, Bronx County, New York",982,109,440,82,44.8065,180,83,18.3299,222,63,22.6069,5,8,0.5092,135,69,13.7475
1400000US36005026300,"Census Tract 263, Bronx County, New York",2226,386,398,155,17.8796,814,303,36.5678,470,165,21.1141,218,142,9.7934,326,179,14.6451
1400000US36005026400,"Census Tract 264, Bronx County, New York",2614,444,806,255,30.834,704,275,26.9319,561,162,21.4614,189,120,7.2303,354,147,13.5425
1400000US36005026500,"Census Tract 265, Bronx County, New York",3560,574,405,158,11.3764,1128,239,31.6854,984,340,27.6404,432,252,12.1348,611,306,17.1629
1400000US36005026601,"Census Tract 266.01, Bronx County, New York",1570,248,500,138,31.8471,361,151,22.9936,509,141,32.4204,107,92,6.8153,93,69,5.9236
1400000US36005026602,"Census Tract 266.02, Bronx County, New York",2281,281,875,177,38.3604,657,193,28.8032,425,171,18.6322,189,144,8.2858,135,110,5.9185
1400000US36005026701,"Census Tract 267.01, Bronx County, New York",2098,315,497,138,23.6892,801,214,38.1792,315,121,15.0143,132,75,6.2917,353,116,16.8255
1400000US36005026702,"Census Tract 267.02, Bronx County, New York",3291,464,630,207,19.1431,1438,335,43.6949,612,195,18.5962,145,96,4.406,466,198,14.1598
1400000US36005026900,"Census Tract 269, Bronx County, New York",1730,229,302,111,17.4566,640,201,36.9942,453,134,26.185,87,64,5.0289,248,75,14.3353
1400000US36005027300,"Census Tract 273, Bronx County, New York",3494,551,970,281,27.7619,1193,295,34.1442,868,341,24.8426,226,157,6.4682,237,131,6.7831
1400000US36005027401,"Census Tract 274.01, Bronx County, New York",2290,289,747,160,32.6201,550,162,24.0175,626,176,27.3362,165,106,7.2052,202,120,8.821
1400000US36005027402,"Census Tract 274.02, Bronx County, New York",1727,252,716,150,41.4592,251,96,14.5339,469,174,27.1569,160,82,9.2646,131,86,7.5854
1400000US36005027600,"Census Tract 276, Bronx County, New York",0,12,0,12,0,0,12,0,0,12,0,0,12,0,0,12,0
1400000US36005027700,"Census Tract 277, Bronx County, New York",2049,354,496,145,24.2069,1046,295,51.0493,256,110,12.4939,113,76,5.5149,138,95,6.735
1400000US36005027900,"Census Tract 279, Bronx County, New York",3555,436,1402,309,39.4374,755,332,21.2377,904,305,25.429,295,160,8.2982,199,143,5.5977
1400000US36005028100,"Census Tract 281, Bronx County, New York",2078,279,860,206,41.3859,574,156,27.6227,464,150,22.3292,68,43,3.2724,112,64,5.3898
1400000US36005028300,"Census Tract 283, Bronx County, New York",944,217,173,88,18.3263,297,130,31.4619,286,127,30.2966,100,82,10.5932,88,93,9.322
1400000US36005028400,"Census Tract 284, Bronx County, New York",80,91,0,12,0,30,39,37.5,4,7,5,35,44,43.75,11,18,13.75
1400000US36005028500,"Census Tract 285, Bronx County, New York",1926,244,1079,180,56.0228,387,136,20.0935,338,100,17.5493,77,58,3.9979,45,37,2.3364
1400000US36005028600,"Census Tract 286, Bronx County, New York",552,94,229,54,41.4855,89,44,16.1232,188,68,34.058,13,13,2.3551,33,28,5.9783
1400000US36005028700,"Census Tract 287, Bronx County, New York",1457,213,661,165,45.3672,420,123,28.8264,171,95,11.7364,45,60,3.0885,160,77,10.9815
1400000US36005028800,"Census Tract 288, Bronx County, New York",1774,278,783,187,44.1375,223,115,12.5705,325,138,18.3202,185,123,10.4284,258,138,14.5434
1400000US36005028900,"Census Tract 289, Bronx County, New York",2301,391,762,190,33.116,797,261,34.6371,415,132,18.0356,85,69,3.694,242,167,10.5172
1400000US36005029301,"Census Tract 293.01, Bronx County, New York",863,106,593,84,68.7138,74,47,8.5747,158,58,18.3082,12,13,1.3905,26,26,3.0127
1400000US36005029302,"Census Tract 293.02, Bronx County, New York",2888,327,1702,271,58.9335,479,226,16.5859,504,130,17.4515,90,91,3.1163,113,77,3.9127
1400000US36005029500,"Census Tract 295, Bronx County, New York",2609,306,1585,257,60.7512,333,136,12.7635,504,183,19.3177,122,119,4.6761,65,52,2.4914
1400000US36005029600,"Census Tract 296, Bronx County, New York",860,145,495,118,57.5581,162,70,18.8372,116,54,13.4884,44,36,5.1163,43,37,5
1400000US36005029700,"Census Tract 297, Bronx County, New York",1684,162,1207,138,71.6746,134,74,7.9572,283,97,16.8052,18,20,1.0689,42,41,2.4941
1400000US36005030000,"Census Tract 300, Bronx County, New York",3278,434,1264,344,38.5601,717,227,21.8731,754,379,23.0018,364,164,11.1043,179,124,5.4606
1400000US36005030100,"Census Tract 301, Bronx County, New York",533,118,418,94,78.424,50,36,9.3809,52,33,9.7561,13,13,2.439,0,12,0
1400000US36005030200,"Census Tract 302, Bronx County, New York",4073,548,1607,428,39.4549,1152,291,28.2838,796,261,19.5433,258,185,6.3344,260,173,6.3835
1400000US36005030701,"Census Tract 307.01, Bronx County, New York",2697,300,1834,291,68.0015,164,93,6.0808,510,151,18.9099,156,103,5.7842,33,38,1.2236
1400000US36005030900,"Census Tract 309, Bronx County, New York",1259,139,977,131,77.6013,90,58,7.1485,149,55,11.8348,11,17,0.8737,32,34,2.5417
1400000US36005031000,"Census Tract 310, Bronx County, New York",1984,291,735,158,37.0464,276,99,13.9113,711,275,35.8367,145,69,7.3085,117,64,5.8972
1400000US36005031200,"Census Tract 312, Bronx County, New York",792,113,413,95,52.1465,151,50,19.0657,137,60,17.298,32,29,4.0404,59,33,7.4495
1400000US36005031400,"Census Tract 314, Bronx County, New York",1077,103,460,93,42.7112,240,73,22.2841,194,52,18.013,89,42,8.2637,94,51,8.7279
1400000US36005031600,"Census Tract 316, Bronx County, New York",1017,121,375,93,36.8732,228,71,22.4189,133,43,13.0777,153,74,15.0442,128,63,12.586
1400000US36005031800,"Census Tract 318, Bronx County, New York",890,202,268,94,30.1124,213,103,23.9326,229,132,25.7303,148,80,16.6292,32,25,3.5955
1400000US36005031900,"Census Tract 319, Bronx County, New York",206,92,55,37,26.699,77,50,37.3786,61,55,29.6117,0,12,0,13,18,6.3107
1400000US36005032300,"Census Tract 323, Bronx County, New York",2252,333,1260,255,55.9503,304,133,13.4991,589,177,26.1545,9,15,0.3996,90,60,3.9964
1400000US36005032400,"Census Tract 324, Bronx County, New York",1554,433,146,67,9.3951,620,156,39.897,297,153,19.112,111,82,7.1429,380,236,24.453
1400000US36005032600,"Census Tract 326, Bronx County, New York",1835,327,719,183,39.1826,378,182,20.5995,423,150,23.0518,119,76,6.485,196,88,10.6812
1400000US36005032800,"Census Tract 328, Bronx County, New York",1443,240,317,103,21.9681,439,144,30.4227,386,141,26.7498,100,107,6.93,201,92,13.9293
1400000US36005033000,"Census Tract 330, Bronx County, New York",2595,400,606,239,23.3526,687,227,26.474,501,212,19.3064,302,141,11.6378,499,267,19.2293
1400000US36005033201,"Census Tract 332.01, Bronx County, New York",2368,321,792,184,33.4459,752,246,31.7568,469,130,19.8057,178,104,7.5169,177,83,7.4747
1400000US36005033202,"Census Tract 332.02, Bronx County, New York",1468,308,447,146,30.4496,332,110,22.6158,414,167,28.2016,194,152,13.2153,81,53,5.5177
1400000US36005033400,"Census Tract 334, Bronx County, New York",36,25,22,21,61.1111,1,3,2.7778,12,19,33.3333,0,12,0,1,2,2.7778
1400000US36005033500,"Census Tract 335, Bronx County, New York",892,104,593,87,66.4798,124,55,13.9013,122,42,13.6771,42,34,4.7085,11,12,1.2332
1400000US36005033600,"Census Tract 336, Bronx County, New York",2508,363,793,230,31.6188,725,234,28.9075,704,181,28.0702,131,114,5.2233,155,130,6.1802
1400000US36005033700,"Census Tract 337, Bronx County, New York",1044,127,655,90,62.7395,143,68,13.6973,152,57,14.5594,62,44,5.9387,32,26,3.0651
1400000US36005033800,"Census Tract 338, Bronx County, New York",1892,269,468,157,24.7357,569,208,30.074,351,121,18.5518,251,130,13.2664,253,123,13.3721
1400000US36005034000,"Census Tract 340, Bronx County, New York",2423,345,476,139,19.6451,562,175,23.1944,598,212,24.6801,502,196,20.7181,285,170,11.7623
1400000US36005034200,"Census Tract 342, Bronx County, New York",869,153,273,110,31.4154,278,75,31.9908,154,58,17.7215,57,37,6.5593,107,50,12.313
1400000US36005034300,"Census Tract 343, Bronx County, New York",758,135,368,95,48.5488,166,85,21.8997,160,86,21.1082,9,15,1.1873,55,36,7.2559
1400000US36005034400,"Census Tract 344, Bronx County, New York",1039,181,378,80,36.3811,212,116,20.4042,215,99,20.693,113,90,10.8758,121,61,11.6458
1400000US36005034500,"Census Tract 345, Bronx County, New York",1502,209,842,199,56.0586,245,107,16.3116,204,90,13.5819,148,103,9.8535,63,46,4.1944
1400000US36005034800,"Census Tract 348, Bronx County, New York",2752,627,985,346,35.7922,830,222,30.1599,426,192,15.4797,94,70,3.4157,417,308,15.1526
1400000US36005035000,"Census Tract 350, Bronx County, New York",1231,200,333,99,27.0512,347,95,28.1885,235,82,19.0902,115,61,9.342,201,82,16.3282
1400000US36005035100,"Census Tract 351, Bronx County, New York",1803,225,953,136,52.8564,251,82,13.9212,409,135,22.6844,84,55,4.6589,106,74,5.8791
1400000US36005035600,"Census Tract 356, Bronx County, New York",1082,210,402,115,37.1534,371,148,34.2884,93,47,8.5952,59,32,5.4529,157,71,14.5102
1400000US36005035800,"Census Tract 358, Bronx County, New York",4025,534,1556,327,38.6584,989,283,24.5714,802,201,19.9255,259,131,6.4348,419,240,10.4099
1400000US36005035900,"Census Tract 359, Bronx County, New York",614,126,92,60,14.9837,182,55,29.6417,140,50,22.8013,75,43,12.215,125,63,20.3583
1400000US36005036000,"Census Tract 360, Bronx County, New York",1401,216,491,101,35.0464,349,117,24.9108,307,95,21.9129,130,77,9.2791,124,64,8.8508
1400000US36005036100,"Census Tract 361, Bronx County, New York",1877,308,336,137,17.9009,926,296,49.334,390,139,20.7778,61,92,3.2499,164,129,8.7373
1400000US36005036300,"Census Tract 363, Bronx County, New York",2838,518,496,211,17.4771,1290,281,45.4545,623,208,21.9521,88,88,3.1008,341,168,12.0155
1400000US36005036400,"Census Tract 364, Bronx County, New York",1265,175,337,104,26.6403,433,104,34.2292,295,133,23.3202,111,72,8.7747,89,52,7.0356
1400000US36005036501,"Census Tract 365.01, Bronx County, New York",1365,275,327,164,23.956,496,153,36.337,360,135,26.3736,39,45,2.8571,143,91,10.4762
1400000US36005036502,"Census Tract 365.02, Bronx County, New York",1008,195,119,47,11.8056,507,153,50.2976,158,83,15.6746,76,57,7.5397,148,55,14.6825
1400000US36005036700,"Census Tract 367, Bronx County, New York",925,140,157,62,16.973,370,100,40,249,67,26.9189,9,10,0.973,140,60,15.1351
1400000US36005036800,"Census Tract 368, Bronx County, New York",932,184,193,75,20.7082,394,123,42.2747,161,61,17.2747,43,36,4.6137,141,73,15.1288
1400000US36005036901,"Census Tract 369.01, Bronx County, New York",716,155,114,57,15.9218,268,74,37.4302,143,67,19.9721,7,10,0.9777,184,109,25.6983
1400000US36005036902,"Census Tract 369.02, Bronx County, New York",604,128,145,57,24.0066,259,84,42.8808,131,63,21.6887,12,18,1.9868,57,39,9.4371
1400000US36005037000,"Census Tract 370, Bronx County, New York",1254,156,376,80,29.9841,314,89,25.0399,356,120,28.3892,56,41,4.4657,152,73,12.1212
1400000US36005037100,"Census Tract 371, Bronx County, New York",1711,305,179,86,10.4617,703,201,41.0871,511,197,29.8656,193,109,11.28,125,78,7.3057
1400000US36005037200,"Census Tract 372, Bronx County, New York",1157,221,327,103,28.2627,406,138,35.0908,210,98,18.1504,48,33,4.1487,166,72,14.3475
1400000US36005037300,"Census Tract 373, Bronx County, New York",1991,347,348,142,17.4787,753,221,37.8202,480,158,24.1085,121,95,6.0773,289,171,14.5153
1400000US36005037400,"Census Tract 374, Bronx County, New York",1604,314,347,190,21.6334,470,198,29.3017,491,147,30.611,98,92,6.1097,198,91,12.3441
1400000US36005037504,"Census Tract 375.04, Bronx County, New York",1130,213,213,85,18.8496,461,135,40.7965,199,83,17.6106,121,68,10.708,136,79,12.0354
1400000US36005037600,"Census Tract 376, Bronx County, New York",972,175,312,101,32.0988,277,75,28.4979,230,88,23.6626,67,46,6.893,86,64,8.8477
1400000US36005037800,"Census Tract 378, Bronx County, New York",1250,236,195,82,15.6,512,155,40.96,356,170,28.48,102,73,8.16,85,69,6.8
1400000US36005037900,"Census Tract 379, Bronx County, New York",1765,280,217,102,12.2946,710,194,40.2266,411,140,23.2861,133,103,7.5354,294,117,16.6572
1400000US36005038000,"Census Tract 380, Bronx County, New York",2090,395,591,171,28.2775,618,236,29.5694,410,154,19.6172,191,102,9.1388,280,188,13.3971
1400000US36005038100,"Census Tract 381, Bronx County, New York",3166,485,783,256,24.7315,1125,279,35.5338,678,274,21.415,104,95,3.2849,476,238,15.0347
1400000US36005038200,"Census Tract 382, Bronx County, New York",1156,165,276,90,23.8754,370,103,32.0069,214,95,18.5121,102,56,8.8235,194,72,16.782
1400000US36005038301,"Census Tract 383.01, Bronx County, New York",2211,268,373,126,16.8702,921,185,41.6554,418,133,18.9055,169,91,7.6436,330,124,14.9254
1400000US36005038302,"Census Tract 383.02, Bronx County, New York",1827,253,321,127,17.5698,720,153,39.4089,476,159,26.0536,62,47,3.3935,248,99,13.5742
1400000US36005038500,"Census Tract 385, Bronx County, New York",1529,259,162,89,10.5952,707,227,46.2394,300,135,19.6207,75,56,4.9052,285,123,18.6396
1400000US36005038600,"Census Tract 386, Bronx County, New York",3996,565,865,273,21.6466,1642,508,41.0911,825,268,20.6456,275,184,6.8819,389,195,9.7347
1400000US36005038700,"Census Tract 387, Bronx County, New York",1435,251,186,114,12.9617,593,160,41.324,244,119,17.0035,117,88,8.1533,295,140,20.5575
1400000US36005038800,"Census Tract 388, Bronx County, New York",1296,239,323,116,24.9228,417,118,32.1759,363,114,28.0093,104,67,8.0247,89,66,6.8673
1400000US36005038900,"Census Tract 389, Bronx County, New York",2179,271,594,151,27.2602,588,165,26.9849,483,151,22.1661,293,152,13.4465,221,100,10.1423
1400000US36005039000,"Census Tract 390, Bronx County, New York",1249,218,249,88,19.9359,454,144,36.3491,350,129,28.0224,140,90,11.209,56,55,4.4836
1400000US36005039100,"Census Tract 391, Bronx County, New York",2975,568,392,231,13.1765,1248,388,41.9496,721,282,24.2353,272,160,9.1429,342,225,11.4958
1400000US36005039200,"Census Tract 392, Bronx County, New York",849,131,199,78,23.4393,251,79,29.5642,182,67,21.437,78,51,9.1873,139,78,16.3722
1400000US36005039300,"Census Tract 393, Bronx County, New York",2451,431,434,178,17.7071,863,212,35.2101,530,220,21.6238,315,177,12.8519,309,163,12.6071
1400000US36005039400,"Census Tract 394, Bronx County, New York",2060,338,317,123,15.3883,896,259,43.4951,374,128,18.1553,188,91,9.1262,285,153,13.835
1400000US36005039500,"Census Tract 395, Bronx County, New York",1607,262,462,133,28.7492,556,155,34.5986,290,111,18.046,111,60,6.9073,188,88,11.6988
1400000US36005039600,"Census Tract 396, Bronx County, New York",1751,356,357,152,20.3883,742,233,42.3758,340,125,19.4175,79,77,4.5117,233,109,13.3067
1400000US36005039700,"Census Tract 397, Bronx County, New York",1244,211,341,126,27.4116,317,88,25.4823,386,112,31.0289,66,37,5.3055,134,67,10.7717
1400000US36005039800,"Census Tract 398, Bronx County, New York",1824,250,614,152,33.6623,472,187,25.8772,396,164,21.7105,128,80,7.0175,214,103,11.7325
1400000US36005039901,"Census Tract 399.01, Bronx County, New York",2051,323,199,78,9.7026,906,210,44.1736,276,106,13.4569,121,80,5.8996,549,184,26.7674
1400000US36005039902,"Census Tract 399.02, Bronx County, New York",2054,262,335,126,16.3096,904,191,44.0117,338,126,16.4557,174,107,8.4713,303,113,14.7517
1400000US36005040100,"Census Tract 401, Bronx County, New York",1844,297,218,105,11.8221,693,209,37.5813,316,152,17.1367,194,121,10.5206,423,205,22.9393
1400000US36005040302,"Census Tract 403.02, Bronx County, New York",1864,232,312,108,16.7382,829,162,44.4742,422,181,22.6395,73,55,3.9163,228,95,12.2318
1400000US36005040303,"Census Tract 403.03, Bronx County, New York",2257,256,377,104,16.7036,918,184,40.6735,533,177,23.6154,128,87,5.6712,301,128,13.3363
