GEO_ID,NAME,S0101_C01_001E,S0101_C01_001M,S0101_C02_001E,S0101_C02_001M,S0101_C03_001E,S0101_C03_001M,S0101_C04_001E,S0101_C04_001M
id,Geographic Area Name,Estimate!!Total!!Total population,Margin of Error!!Total MOE!!Total population,Estimate!!Percent!!Total population,Margin of Error!!Percent MOE!!Total population,Estimate!!Male!!Total population,Margin of Error!!Male MOE!!Total population,Estimate!!Percent Male!!Total population,Margin of Error!!Percent Male MOE!!Total population
1400000US36059416100,"Census Tract 4161, Nassau County, New York",6312,454,(X),(X),3304,358,(X),(X)
1400000US36059416201,"Census Tract 4162.01, Nassau County, New York",3410,276,(X),(X),1883,186,(X),(X)
1400000US36059416202,"Census Tract 4162.02, Nassau County, New York",4807,19,(X),(X),2622,245,(X),(X)
1400000US36059416300,"Census Tract 4163, Nassau County, New York",3369,295,(X),(X),1773,231,(X),(X)
1400000US36059416401,"Census Tract 4164.01, Nassau County, New York",4283,344,(X),(X),2016,218,(X),(X)
1400000US36059416402,"Census Tract 4164.02, Nassau County, New York",3110,304,(X),(X),1333,204,(X),(X)
1400000US36059416500,"Census Tract 4165, Nassau County, New York",6308,618,(X),(X),2782,374,(X),(X)
1400000US36059416600,"Census Tract 4166, Nassau County, New York",5517,535,(X),(X),2832,362,(X),(X)
1400000US36059416701,"Census Tract 4167.01, Nassau County, New York",4247,354,(X),(X),1808,215,(X),(X)
1400000US36059416702,"Census Tract 4167.02, Nassau County, New York",4213,470,(X),(X),2264,403,(X),(X)
1400000US36059416801,"Census Tract 4168.01, Nassau County, New York",2077,183,(X),(X),1001,112,(X),(X)
1400000US36059416802,"Census Tract 4168.02, Nassau County, New York",3754,325,(X),(X),1865,203,(X),(X)
1400000US36059416900,"Census Tract 4169, Nassau County, New York",4023,386,(X),(X),1992,311,(X),(X)
1400000US36059517000,"Census Tract 5170, Nassau County, New York",3366,321,(X),(X),1575,193,(X),(X)
1400000US36059517101,"Census Tract 5171.01, Nassau County, New York",4986,349,(X),(X),2575,333,(X),(X)
1400000US36059517102,"Census Tract 5171.02, Nassau County, New York",2320,176,(X),(X),1144,141,(X),(X)
1400000US36059517200,"Census Tract 5172, Nassau County, New York",8078,644,(X),(X),4100,482,(X),(X)
1400000US36059517301,"Census Tract 5173.01, Nassau County, New York",3266,428,(X),(X),1582,251,(X),(X)
1400000US36059517302,"Census Tract 5173.02, Nassau County, New York",5210,377,(X),(X),2549,325,(X),(X)
1400000US36059517400,"Census Tract 5174, Nassau County, New York",5051,27,(X),(X),2454,133,(X),(X)
1400000US36059517500,"Census Tract 5175, Nassau County, New York",3977,299,(X),(X),1964,247,(X),(X)
1400000US36059517600,"Census Tract 5176, Nassau County, New York",4983,365,(X),(X),2624,239,(X),(X)
1400000US36059517701,"Census Tract 5177.01, Nassau County, New York",7644,381,(X),(X),3700,224,(X),(X)
1400000US36059517705,"Census Tract 5177.05, Nassau County, New York",3079,272,(X),(X),1579,161,(X),(X)
1400000US36059517801,"Census Tract 5178.01, Nassau County, New York",3735,182,(X),(X),1766,121,(X),(X)
1400000US36059517802,"Census Tract 5178.02, Nassau County, New York",3173,256,(X),(X),1534,147,(X),(X)
1400000US36059517901,"Census Tract 5179.01, Nassau County, New York",4870,245,(X),(X),2462,166,(X),(X)
1400000US36059517902,"Census Tract 5179.02, Nassau County, New York",2718,214,(X),(X),1345,126,(X),(X)
1400000US36059518000,"Census Tract 5180, Nassau County, New York",6176,734,(X),(X),2947,601,(X),(X)
1400000US36059518100,"Census Tract 5181, Nassau County, New York",2902,139,(X),(X),1406,112,(X),(X)
1400000US36059518201,"Census Tract 5182.01, Nassau County, New York",4417,168,(X),(X),2212,133,(X),(X)
1400000US36059518203,"Census Tract 5182.03, Nassau County, New York",4418,346,(X),(X),2041,202,(X),(X)
1400000US36059518204,"Census Tract 5182.04, Nassau County, New York",4185,209,(X),(X),1967,174,(X),(X)
1400000US36059518300,"Census Tract 5183, Nassau County, New York",5938,388,(X),(X),2963,247,(X),(X)
1400000US36059518400,"Census Tract 5184, Nassau County, New York",4234,243,(X),(X),2147,187,(X),(X)
1400000US36059518501,"Census Tract 5185.01, Nassau County, New York",6909,527,(X),(X),3436,418,(X),(X)
1400000US36059518502,"Census Tract 5185.02, Nassau County, New York",2846,218,(X),(X),1419,135,(X),(X)
1400000US36059518600,"Census Tract 5186, Nassau County, New York",4198,229,(X),(X),2079,151,(X),(X)
1400000US36059518700,"Census Tract 5187, Nassau County, New York",5812,315,(X),(X),2968,228,(X),(X)
1400000US36059518800,"Census Tract 5188, Nassau County, New York",3575,228,(X),(X),1728,147,(X),(X)
1400000US36059518900,"Census Tract 5189, Nassau County, New York",6736,665,(X),(X),3178,396,(X),(X)
1400000US36059519000,"Census Tract 5190, Nassau County, New York",6758,454,(X),(X),3551,343,(X),(X)
1400000US36059519100,"Census Tract 5191, Nassau County, New York",6205,625,(X),(X),2911,474,(X),(X)
1400000US36059519200,"Census Tract 5192, Nassau County, New York",6430,448,(X),(X),3396,340,(X),(X)
1400000US36059519300,"Census Tract 5193, Nassau County, New York",5965,443,(X),(X),3127,270,(X),(X)
1400000US36059519400,"Census Tract 5194, Nassau County, New York",4295,417,(X),(X),2085,253,(X),(X)
1400000US36059519500,"Census Tract 5195, Nassau County, New York",6260,343,(X),(X),3144,245,(X),(X)
1400000US36059519601,"Census Tract 5196.01, Nassau County, New York",4250,200,(X),(X),2011,171,(X),(X)
1400000US36059519602,"Census Tract 5196.02, Nassau County, New York",1983,147,(X),(X),1008,89,(X),(X)
1400000US36059519702,"Census Tract 5197.02, Nassau County, New York",5301,397,(X),(X),2561,273,(X),(X)
1400000US36059519703,"Census Tract 5197.03, Nassau County, New York",3417,234,(X),(X),1654,142,(X),(X)
1400000US36059519704,"Census Tract 5197.04, Nassau County, New York",3096,293,(X),(X),1543,193,(X),(X)
1400000US36059519801,"Census Tract 5198.01, Nassau County, New York",2536,247,(X),(X),1207,162,(X),(X)
1400000US36059519802,"Census Tract 5198.02, Nassau County, New York",5319,255,(X),(X),2714,240,(X),(X)
1400000US36059519900,"Census Tract 5199, Nassau County, New York",5505,240,(X),(X),2788,199,(X),(X)
1400000US36059520001,"Census Tract 5200.01, Nassau County, New York",7228,507,(X),(X),3574,315,(X),(X)
1400000US36059520002,"Census Tract 5200.02, Nassau County, New York",4482,283,(X),(X),2254,198,(X),(X)
1400000US36059520100,"Census Tract 5201, Nassau County, New York",5522,342,(X),(X),2684,252,(X),(X)
1400000US36059520200,"Census Tract 5202, Nassau County, New York",3206,245,(X),(X),1529,154,(X),(X)
1400000US36059520300,"Census Tract 5203, Nassau County, New York",6000,321,(X),(X),2788,214,(X),(X)
1400000US36059520401,"Census Tract 5204.01, Nassau County, New York",4255,206,(X),(X),2242,210,(X),(X)
1400000US36059520402,"Census Tract 5204.02, Nassau County, New York",4587,207,(X),(X),2145,243,(X),(X)
1400000US36059520501,"Census Tract 5205.01, Nassau County, New York",3843,430,(X),(X),1948,304,(X),(X)
1400000US36059520502,"Census Tract 5205.02, Nassau County, New York",5231,258,(X),(X),2528,180,(X),(X)
1400000US36059520600,"Census Tract 5206, Nassau County, New York",5879,358,(X),(X),2878,234,(X),(X)
1400000US36059520700,"Census Tract 5207, Nassau County, New York",4975,295,(X),(X),2554,175,(X),(X)
1400000US36059520800,"Census Tract 5208, Nassau County, New York",3885,289,(X),(X),1883,201,(X),(X)
1400000US36059520900,"Census Tract 5209, Nassau County, New York",4866,264,(X),(X),2389,206,(X),(X)
1400000US36059521000,"Census Tract 5210, Nassau County, New York",4883,320,(X),(X),2256,195,(X),(X)
1400000US36059521100,"Census Tract 5211, Nassau County, New York",4842,392,(X),(X),2474,218,(X),(X)
1400000US36059521200,"Census Tract 5212, Nassau County, New York",2930,229,(X),(X),1426,147,(X),(X)
1400000US36059521301,"Census Tract 5213.01, Nassau County, New York",2101,161,(X),(X),1041,99,(X),(X)
1400000US36059521302,"Census Tract 5213.02, Nassau County, New York",5526,321,(X),(X),2645,226,(X),(X)
1400000US36059521400,"Census Tract 5214, Nassau County, New York",6462,413,(X),(X),3147,271,(X),(X)
1400000US36059521500,"Census Tract 5215, Nassau County, New York",5032,227,(X),(X),2481,182,(X),(X)
1400000US36059521601,"Census Tract 5216.01, Nassau County, New York",4148,235,(X),(X),2086,164,(X),(X)
1400000US36059521602,"Census Tract 5216.02, Nassau County, New York",3250,193,(X),(X),1604,116,(X),(X)
1400000US36059521700,"Census Tract 5217, Nassau County, New York",4690,192,(X),(X),2225,185,(X),(X)
1400000US36059521801,"Census Tract 5218.01, Nassau County, New York",3853,350,(X),(X),1789,216,(X),(X)
1400000US36059521802,"Census Tract 5218.02, Nassau County, New York",4081,227,(X),(X),2046,137,(X),(X)
1400000US36059521902,"Census Tract 5219.02, Nassau County, New York",4183,199,(X),(X),2037,128,(X),(X)
1400000US36059522000,"Census Tract 5220, Nassau County, New York",6214,697,(X),(X),2908,563,(X),(X)
1400000US36059522700,"Census Tract 5227, Nassau County, New York",4737,282,(X),(X),2162,168,(X),(X)
1400000US36059980100,"Census Tract 9801, Nassau County, New York",1012,170,(X),(X),354,89,(X),(X)
1400000US36059981100,"Census Tract 9811, Nassau County, New York",1115,229,(X),(X),458,126,(X),(X)
1400000US36059982100,"Census Tract 9821, Nassau County, New York",1366,227,(X),(X),579,144,(X),(X)
1400000US36059990100,"Census Tract 9901, Nassau County, New York",0,12,(X),(X),0,12,(X),(X)
1400000US36059990200,"Census Tract 9902, Nassau County, New York",0,12,(X),(X),0,12,(X),(X)
1400000US36059990301,"Census Tract 9903.01, Nassau County, New York",0,12,(X),(X),0,12,(X),(X)
1400000US36059990302,"Census Tract 9903.02, Nassau County, New York",0,12,(X),(X),0,12,(X),(X)
1400000US36059990400,"Census Tract 9904, Nassau County, New York",0,12,(X),(X),0,12,(X),(X)
1400000US36061000100,"Census Tract 1, New York County, New York",0,12,(X),(X),0,12,(X),(X)
1400000US36061000201,"Census Tract 2.01, New York County, New York",2835,245,(X),(X),1218,197,(X),(X)
1400000US36061000202,"Census Tract 2.02, New York County, New York",7764,641,(X),(X),3364,377,(X),(X)
1400000US36061000500,"Census Tract 5, New York County, New York",0,12,(X),(X),0,12,(X),(X)
1400000US36061000600,"Census Tract 6, New York County, New York",9731,991,(X),(X),4588,727,(X),(X)
1400000US36061000700,"Census Tract 7, New York County, New York",8809,752,(X),(X),3772,429,(X),(X)
1400000US36061000800,"Census Tract 8, New York County, New York",8993,762,(X),(X),4282,466,(X),(X)
1400000US36061000900,"Census Tract 9, New York County, New York",1731,176,(X),(X),948,123,(X),(X)
1400000US36061001001,"Census Tract 10.01, New York County, New York",1455,159,(X),(X),857,94,(X),(X)
1400000US36061001002,"Census Tract 10.02, New York County, New York",5372,644,(X),(X),2356,439,(X),(X)
1400000US36061001200,"Census Tract 12, New York County, New York",4010,300,(X),(X),2112,181,(X),(X)
1400000US36061001300,"Census Tract 13, New York County, New York",4639,422,(X),(X),2039,307,(X),(X)
1400000US36061001401,"Census Tract 14.01, New York County, New York",3166,299,(X),(X),1286,186,(X),(X)
1400000US36061001402,"Census Tract 14.02, New York County, New York",2748,273,(X),(X),1139,181,(X),(X)
1400000US36061001501,"Census Tract 15.01, New York County, New York",6993,495,(X),(X),3326,335,(X),(X)
1400000US36061001502,"Census Tract 15.02, New York County, New York",7926,533,(X),(X),4157,476,(X),(X)
1400000US36061001600,"Census Tract 16, New York County, New York",7133,696,(X),(X),3580,445,(X),(X)
1400000US36061001800,"Census Tract 18, New York County, New York",7490,701,(X),(X),4233,583,(X),(X)
1400000US36061002000,"Census Tract 20, New York County, New York",4590,388,(X),(X),1759,266,(X),(X)
1400000US36061002100,"Census Tract 21, New York County, New York",6486,634,(X),(X),3524,442,(X),(X)
1400000US36061002201,"Census Tract 22.01, New York County, New York",6471,584,(X),(X),2895,423,(X),(X)
1400000US36061002202,"Census Tract 22.02, New York County, New York",1901,196,(X),(X),978,189,(X),(X)
1400000US36061002400,"Census Tract 24, New York County, New York",4151,382,(X),(X),1805,320,(X),(X)
1400000US36061002500,"Census Tract 25, New York County, New York",5508,450,(X),(X),2190,267,(X),(X)
1400000US36061002601,"Census Tract 26.01, New York County, New York",3675,437,(X),(X),1768,338,(X),(X)
1400000US36061002602,"Census Tract 26.02, New York County, New York",3845,347,(X),(X),1962,319,(X),(X)
1400000US36061002700,"Census Tract 27, New York County, New York",1431,185,(X),(X),662,115,(X),(X)
1400000US36061002800,"Census Tract 28, New York County, New York",6690,542,(X),(X),2856,403,(X),(X)
1400000US36061002900,"Census Tract 29, New York County, New York",6365,718,(X),(X),3869,537,(X),(X)
1400000US36061003001,"Census Tract 30.01, New York County, New York",3952,419,(X),(X),2331,386,(X),(X)
1400000US36061003002,"Census Tract 30.02, New York County, New York",2915,267,(X),(X),1248,195,(X),(X)
1400000US36061003100,"Census Tract 31, New York County, New York",2659,218,(X),(X),1222,138,(X),(X)
1400000US36061003200,"Census Tract 32, New York County, New York",7822,605,(X),(X),4313,526,(X),(X)
1400000US36061003300,"Census Tract 33, New York County, New York",5241,607,(X),(X),2547,391,(X),(X)
1400000US36061003400,"Census Tract 34, New York County, New York",6410,562,(X),(X),3109,547,(X),(X)
1400000US36061003601,"Census Tract 36.01, New York County, New York",3190,323,(X),(X),1716,204,(X),(X)
1400000US36061003602,"Census Tract 36.02, New York County, New York",3082,331,(X),(X),1810,287,(X),(X)
1400000US36061003700,"Census Tract 37, New York County, New York",2579,287,(X),(X),1278,199,(X),(X)
1400000US36061003800,"Census Tract 38, New York County, New York",8864,915,(X),(X),4580,802,(X),(X)
1400000US36061003900,"Census Tract 39, New York County, New York",6090,585,(X),(X),2613,393,(X),(X)
1400000US36061004000,"Census Tract 40, New York County, New York",8234,664,(X),(X),4603,523,(X),(X)
1400000US36061004100,"Census Tract 41, New York County, New York",8051,662,(X),(X),3875,546,(X),(X)
1400000US36061004200,"Census Tract 42, New York County, New York",5202,345,(X),(X),2442,306,(X),(X)
1400000US36061004300,"Census Tract 43, New York County, New York",3931,389,(X),(X),1873,337,(X),(X)
1400000US36061004400,"Census Tract 44, New York County, New York",16684,1002,(X),(X),7023,883,(X),(X)
1400000US36061004500,"Census Tract 45, New York County, New York",1015,180,(X),(X),528,103,(X),(X)
1400000US36061004700,"Census Tract 47, New York County, New York",2236,258,(X),(X),1217,186,(X),(X)
1400000US36061004800,"Census Tract 48, New York County, New York",6249,485,(X),(X),2860,373,(X),(X)
1400000US36061004900,"Census Tract 49, New York County, New York",4410,412,(X),(X),2227,310,(X),(X)
1400000US36061005000,"Census Tract 50, New York County, New York",5202,493,(X),(X),2463,393,(X),(X)
1400000US36061005200,"Census Tract 52, New York County, New York",3448,381,(X),(X),1844,254,(X),(X)
1400000US36061005400,"Census Tract 54, New York County, New York",4635,469,(X),(X),2395,393,(X),(X)
1400000US36061005501,"Census Tract 55.01, New York County, New York",4597,463,(X),(X),2163,294,(X),(X)
1400000US36061005502,"Census Tract 55.02, New York County, New York",2059,384,(X),(X),1119,271,(X),(X)
1400000US36061005600,"Census Tract 56, New York County, New York",3783,515,(X),(X),1796,281,(X),(X)
1400000US36061005700,"Census Tract 57, New York County, New York",2769,263,(X),(X),1318,186,(X),(X)
1400000US36061005800,"Census Tract 58, New York County, New York",3521,381,(X),(X),1884,342,(X),(X)
