GEO_ID,NAME,S0101_C01_001E,S0101_C01_001M,S0101_C02_001E,S0101_C02_001M,S0101_C03_001E,S0101_C03_001M,S0101_C04_001E,S0101_C04_001M
id,Geographic Area Name,Estimate!!Total!!Total population,Margin of Error!!Total MOE!!Total population,Estimate!!Percent!!Total population,Margin of Error!!Percent MOE!!Total population,Estimate!!Male!!Total population,Margin of Error!!Male MOE!!Total population,Estimate!!Percent Male!!Total population,Margin of Error!!Percent Male MOE!!Total population
1400000US36005005001,"Census Tract 50.01, Bronx County, New York",4979,499,(X),(X),2488,372,(X),(X)
1400000US36005005002,"Census Tract 50.02, Bronx County, New York",5519,560,(X),(X),2759,353,(X),(X)
1400000US36005005100,"Census Tract 51, Bronx County, New York",5588,473,(X),(X),2277,300,(X),(X)
1400000US36005005200,"Census Tract 52, Bronx County, New York",2091,259,(X),(X),957,187,(X),(X)
1400000US36005005300,"Census Tract 53, Bronx County, New York",4483,376,(X),(X),1859,282,(X),(X)
1400000US36005005400,"Census Tract 54, Bronx County, New York",6003,664,(X),(X),2957,401,(X),(X)
1400000US36005005600,"Census Tract 56, Bronx County, New York",2384,244,(X),(X),1043,178,(X),(X)
1400000US36005005902,"Census Tract 59.02, Bronx County, New York",2532,288,(X),(X),1265,210,(X),(X)
1400000US36005006000,"Census Tract 60, Bronx County, New York",1451,267,(X),(X),688,142,(X),(X)
1400000US36005006100,"Census Tract 61, Bronx County, New York",3697,407,(X),(X),1717,338,(X),(X)
1400000US36005006200,"Census Tract 62, Bronx County, New York",7184,726,(X),(X),3312,529,(X),(X)
1400000US36005006300,"Census Tract 63, Bronx County, New York",4497,435,(X),(X),2406,297,(X),(X)
1400000US36005006400,"Census Tract 64, Bronx County, New York",3612,409,(X),(X),1895,329,(X),(X)
1400000US36005006500,"Census Tract 65, Bronx County, New York",5312,564,(X),(X),2782,406,(X),(X)
1400000US36005006700,"Census Tract 67, Bronx County, New York",7256,703,(X),(X),3454,512,(X),(X)
1400000US36005006800,"Census Tract 68, Bronx County, New York",3294,347,(X),(X),1758,265,(X),(X)
1400000US36005006900,"Census Tract 69, Bronx County, New York",8090,816,(X),(X),3672,504,(X),(X)
1400000US36005007000,"Census Tract 70, Bronx County, New York",4584,692,(X),(X),2195,321,(X),(X)
1400000US36005007100,"Census Tract 71, Bronx County, New York",2722,248,(X),(X),1223,166,(X),(X)
1400000US36005007200,"Census Tract 72, Bronx County, New York",5891,738,(X),(X),2984,440,(X),(X)
1400000US36005007300,"Census Tract 73, Bronx County, New York",4314,386,(X),(X),2205,322,(X),(X)
1400000US36005007400,"Census Tract 74, Bronx County, New York",3314,377,(X),(X),1424,310,(X),(X)
1400000US36005007500,"Census Tract 75, Bronx County, New York",6112,518,(X),(X),2564,350,(X),(X)
1400000US36005007600,"Census Tract 76, Bronx County, New York",5458,660,(X),(X),2671,462,(X),(X)
1400000US36005007700,"Census Tract 77, Bronx County, New York",2022,199,(X),(X),964,142,(X),(X)
1400000US36005007800,"Census Tract 78, Bronx County, New York",7025,704,(X),(X),3287,472,(X),(X)
1400000US36005007900,"Census Tract 79, Bronx County, New York",7054,705,(X),(X),3254,490,(X),(X)
1400000US36005008300,"Census Tract 83, Bronx County, New York",6519,629,(X),(X),3408,434,(X),(X)
1400000US36005008400,"Census Tract 84, Bronx County, New York",2780,305,(X),(X),1424,211,(X),(X)
1400000US36005008500,"Census Tract 85, Bronx County, New York",5972,624,(X),(X),2637,472,(X),(X)
1400000US36005008600,"Census Tract 86, Bronx County, New York",3982,451,(X),(X),1814,322,(X),(X)
1400000US36005008700,"Census Tract 87, Bronx County, New York",6150,508,(X),(X),3051,364,(X),(X)
1400000US36005008900,"Census Tract 89, Bronx County, New York",3200,253,(X),(X),1513,211,(X),(X)
1400000US36005009000,"Census Tract 90, Bronx County, New York",3620,429,(X),(X),1638,331,(X),(X)
1400000US36005009200,"Census Tract 92, Bronx County, New York",6091,432,(X),(X),3000,300,(X),(X)
1400000US36005009300,"Census Tract 93, Bronx County, New York",6104,717,(X),(X),3590,555,(X),(X)
1400000US36005009600,"Census Tract 96, Bronx County, New York",2683,254,(X),(X),1190,143,(X),(X)
1400000US36005009800,"Census Tract 98, Bronx County, New York",4824,526,(X),(X),2319,321,(X),(X)
1400000US36005011000,"Census Tract 110, Bronx County, New York",0,12,(X),(X),0,12,(X),(X)
1400000US36005011502,"Census Tract 115.02, Bronx County, New York",4437,468,(X),(X),2175,383,(X),(X)
1400000US36005011700,"Census Tract 117, Bronx County, New York",1586,272,(X),(X),665,159,(X),(X)
1400000US36005011800,"Census Tract 118, Bronx County, New York",5400,373,(X),(X),3061,258,(X),(X)
1400000US36005011900,"Census Tract 119, Bronx County, New York",5557,511,(X),(X),2776,343,(X),(X)
1400000US36005012101,"Census Tract 121.01, Bronx County, New York",2906,283,(X),(X),1292,172,(X),(X)
1400000US36005012102,"Census Tract 121.02, Bronx County, New York",1509,190,(X),(X),681,130,(X),(X)
1400000US36005012300,"Census Tract 123, Bronx County, New York",4095,518,(X),(X),2013,352,(X),(X)
1400000US36005012500,"Census Tract 125, Bronx County, New York",4195,363,(X),(X),1972,233,(X),(X)
1400000US36005012701,"Census Tract 127.01, Bronx County, New York",1832,289,(X),(X),773,167,(X),(X)
1400000US36005012901,"Census Tract 129.01, Bronx County, New York",4147,472,(X),(X),1936,313,(X),(X)
1400000US36005013000,"Census Tract 130, Bronx County, New York",1498,165,(X),(X),754,115,(X),(X)
1400000US36005013100,"Census Tract 131, Bronx County, New York",5076,522,(X),(X),2439,347,(X),(X)
1400000US36005013200,"Census Tract 132, Bronx County, New York",7191,650,(X),(X),3733,476,(X),(X)
1400000US36005013300,"Census Tract 133, Bronx County, New York",5995,561,(X),(X),2607,512,(X),(X)
1400000US36005013500,"Census Tract 135, Bronx County, New York",3541,457,(X),(X),1573,290,(X),(X)
1400000US36005013800,"Census Tract 138, Bronx County, New York",2597,382,(X),(X),1111,255,(X),(X)
1400000US36005014100,"Census Tract 141, Bronx County, New York",5865,525,(X),(X),2564,248,(X),(X)
1400000US36005014300,"Census Tract 143, Bronx County, New York",1399,235,(X),(X),635,161,(X),(X)
1400000US36005014400,"Census Tract 144, Bronx County, New York",5513,770,(X),(X),2346,507,(X),(X)
1400000US36005014500,"Census Tract 145, Bronx County, New York",8004,1059,(X),(X),3626,991,(X),(X)
1400000US36005014701,"Census Tract 147.01, Bronx County, New York",7120,642,(X),(X),3169,495,(X),(X)
1400000US36005014702,"Census Tract 147.02, Bronx County, New York",5348,471,(X),(X),2373,347,(X),(X)
1400000US36005014900,"Census Tract 149, Bronx County, New York",4769,455,(X),(X),2292,300,(X),(X)
1400000US36005015100,"Census Tract 151, Bronx County, New York",5029,488,(X),(X),2423,364,(X),(X)
1400000US36005015200,"Census Tract 152, Bronx County, New York",2586,236,(X),(X),1311,148,(X),(X)
1400000US36005015300,"Census Tract 153, Bronx County, New York",4885,460,(X),(X),2354,290,(X),(X)
1400000US36005015500,"Census Tract 155, Bronx County, New York",2884,313,(X),(X),1111,209,(X),(X)
1400000US36005015700,"Census Tract 157, Bronx County, New York",4427,459,(X),(X),2066,359,(X),(X)
1400000US36005015800,"Census Tract 158, Bronx County, New York",1082,216,(X),(X),521,120,(X),(X)
1400000US36005015900,"Census Tract 159, Bronx County, New York",1971,259,(X),(X),916,225,(X),(X)
1400000US36005016000,"Census Tract 160, Bronx County, New York",3870,347,(X),(X),1766,205,(X),(X)
1400000US36005016100,"Census Tract 161, Bronx County, New York",4361,379,(X),(X),1801,242,(X),(X)
1400000US36005016200,"Census Tract 162, Bronx County, New York",1966,263,(X),(X),979,153,(X),(X)
1400000US36005016300,"Census Tract 163, Bronx County, New York",0,12,(X),(X),0,12,(X),(X)
1400000US36005016400,"Census Tract 164, Bronx County, New York",993,185,(X),(X),496,98,(X),(X)
1400000US36005016500,"Census Tract 165, Bronx County, New York",965,148,(X),(X),452,84,(X),(X)
1400000US36005016600,"Census Tract 166, Bronx County, New York",2364,244,(X),(X),1087,145,(X),(X)
1400000US36005016700,"Census Tract 167, Bronx County, New York",3625,475,(X),(X),1778,253,(X),(X)
1400000US36005016900,"Census Tract 169, Bronx County, New York",1513,249,(X),(X),636,141,(X),(X)
1400000US36005017100,"Census Tract 171, Bronx County, New York",0,12,(X),(X),0,12,(X),(X)
1400000US36005017300,"Census Tract 173, Bronx County, New York",5689,516,(X),(X),2630,426,(X),(X)
1400000US36005017500,"Census Tract 175, Bronx County, New York",7223,602,(X),(X),3499,512,(X),(X)
1400000US36005017701,"Census Tract 177.01, Bronx County, New York",4812,523,(X),(X),2574,357,(X),(X)
1400000US36005017702,"Census Tract 177.02, Bronx County, New York",5786,675,(X),(X),2772,431,(X),(X)
1400000US36005017901,"Census Tract 179.01, Bronx County, New York",5006,548,(X),(X),2187,401,(X),(X)
1400000US36005017902,"Census Tract 179.02, Bronx County, New York",3701,388,(X),(X),1498,220,(X),(X)
1400000US36005018101,"Census Tract 181.01, Bronx County, New York",3107,386,(X),(X),1240,242,(X),(X)
1400000US36005018102,"Census Tract 181.02, Bronx County, New York",5791,481,(X),(X),2959,304,(X),(X)
1400000US36005018301,"Census Tract 183.01, Bronx County, New York",4022,374,(X),(X),1796,256,(X),(X)
1400000US36005018302,"Census Tract 183.02, Bronx County, New York",3814,397,(X),(X),1786,251,(X),(X)
1400000US36005018400,"Census Tract 184, Bronx County, New York",4018,371,(X),(X),1792,196,(X),(X)
1400000US36005018500,"Census Tract 185, Bronx County, New York",8625,838,(X),(X),4407,740,(X),(X)
1400000US36005018900,"Census Tract 189, Bronx County, New York",8259,722,(X),(X),3846,466,(X),(X)
1400000US36005019300,"Census Tract 193, Bronx County, New York",5942,529,(X),(X),2301,389,(X),(X)
1400000US36005019400,"Census Tract 194, Bronx County, New York",2334,228,(X),(X),1181,181,(X),(X)
1400000US36005019500,"Census Tract 195, Bronx County, New York",7418,689,(X),(X),3599,533,(X),(X)
1400000US36005019700,"Census Tract 197, Bronx County, New York",7165,733,(X),(X),3360,485,(X),(X)
1400000US36005019900,"Census Tract 199, Bronx County, New York",8462,739,(X),(X),4034,455,(X),(X)
1400000US36005020000,"Census Tract 200, Bronx County, New York",4548,440,(X),(X),2068,221,(X),(X)
1400000US36005020100,"Census Tract 201, Bronx County, New York",4254,363,(X),(X),1891,249,(X),(X)
1400000US36005020200,"Census Tract 202, Bronx County, New York",2252,212,(X),(X),1091,137,(X),(X)
1400000US36005020400,"Census Tract 204, Bronx County, New York",3091,373,(X),(X),1611,187,(X),(X)
1400000US36005020501,"Census Tract 205.01, Bronx County, New York",7041,523,(X),(X),3355,435,(X),(X)
1400000US36005020502,"Census Tract 205.02, Bronx County, New York",2163,215,(X),(X),840,142,(X),(X)
1400000US36005020601,"Census Tract 206.01, Bronx County, New York",2336,465,(X),(X),1110,277,(X),(X)
1400000US36005020900,"Census Tract 209, Bronx County, New York",4499,508,(X),(X),2190,356,(X),(X)
1400000US36005021001,"Census Tract 210.01, Bronx County, New York",8825,571,(X),(X),4436,541,(X),(X)
1400000US36005021002,"Census Tract 210.02, Bronx County, New York",7710,604,(X),(X),3455,438,(X),(X)
1400000US36005021100,"Census Tract 211, Bronx County, New York",5138,385,(X),(X),2414,312,(X),(X)
1400000US36005021200,"Census Tract 212, Bronx County, New York",4960,499,(X),(X),2289,299,(X),(X)
1400000US36005021301,"Census Tract 213.01, Bronx County, New York",1361,143,(X),(X),499,124,(X),(X)
1400000US36005021302,"Census Tract 213.02, Bronx County, New York",6040,869,(X),(X),2264,405,(X),(X)
1400000US36005021501,"Census Tract 215.01, Bronx County, New York",4716,344,(X),(X),1883,239,(X),(X)
1400000US36005021502,"Census Tract 215.02, Bronx County, New York",6349,421,(X),(X),3366,334,(X),(X)
1400000US36005021601,"Census Tract 216.01, Bronx County, New York",4356,396,(X),(X),2192,236,(X),(X)
1400000US36005021602,"Census Tract 216.02, Bronx County, New York",5635,621,(X),(X),2213,341,(X),(X)
1400000US36005021700,"Census Tract 217, Bronx County, New York",5147,535,(X),(X),2446,340,(X),(X)
1400000US36005021800,"Census Tract 218, Bronx County, New York",7017,834,(X),(X),3228,511,(X),(X)
1400000US36005021900,"Census Tract 219, Bronx County, New York",1045,187,(X),(X),557,115,(X),(X)
1400000US36005022000,"Census Tract 220, Bronx County, New York",2243,361,(X),(X),1164,240,(X),(X)
1400000US36005022101,"Census Tract 221.01, Bronx County, New York",3896,322,(X),(X),1729,247,(X),(X)
1400000US36005022102,"Census Tract 221.02, Bronx County, New York",5528,593,(X),(X),2643,294,(X),(X)
1400000US36005022200,"Census Tract 222, Bronx County, New York",3242,432,(X),(X),1857,291,(X),(X)
1400000US36005022300,"Census Tract 223, Bronx County, New York",5078,421,(X),(X),2362,383,(X),(X)
1400000US36005022401,"Census Tract 224.01, Bronx County, New York",2637,314,(X),(X),1243,249,(X),(X)
1400000US36005022403,"Census Tract 224.03, Bronx County, New York",3374,275,(X),(X),1371,180,(X),(X)
1400000US36005022404,"Census Tract 224.04, Bronx County, New York",4209,359,(X),(X),2044,278,(X),(X)
1400000US36005022500,"Census Tract 225, Bronx County, New York",8271,702,(X),(X),3685,443,(X),(X)
1400000US36005022701,"Census Tract 227.01, Bronx County, New York",5194,467,(X),(X),2154,257,(X),(X)
1400000US36005022702,"Census Tract 227.02, Bronx County, New York",1617,149,(X),(X),894,110,(X),(X)
1400000US36005022703,"Census Tract 227.03, Bronx County, New York",1736,198,(X),(X),971,148,(X),(X)
1400000US36005022800,"Census Tract 228, Bronx County, New York",6096,668,(X),(X),2781,404,(X),(X)
1400000US36005022901,"Census Tract 229.01, Bronx County, New York",5866,460,(X),(X),2766,357,(X),(X)
1400000US36005022902,"Census Tract 229.02, Bronx County, New York",3578,471,(X),(X),1585,273,(X),(X)
1400000US36005023000,"Census Tract 230, Bronx County, New York",2832,362,(X),(X),1334,235,(X),(X)
1400000US36005023100,"Census Tract 231, Bronx County, New York",1602,198,(X),(X),934,199,(X),(X)
1400000US36005023200,"Census Tract 232, Bronx County, New York",2711,274,(X),(X),1292,180,(X),(X)
1400000US36005023301,"Census Tract 233.01, Bronx County, New York",3804,409,(X),(X),1777,297,(X),(X)
1400000US36005023302,"Census Tract 233.02, Bronx County, New York",3627,375,(X),(X),1729,256,(X),(X)
1400000US36005023501,"Census Tract 235.01, Bronx County, New York",3182,360,(X),(X),1251,177,(X),(X)
1400000US36005023502,"Census Tract 235.02, Bronx County, New York",4180,455,(X),(X),2192,307,(X),(X)
1400000US36005023600,"Census Tract 236, Bronx County, New York",1904,253,(X),(X),901,162,(X),(X)
1400000US36005023702,"Census Tract 237.02, Bronx County, New York",1143,185,(X),(X),513,137,(X),(X)
1400000US36005023703,"Census Tract 237.03, Bronx County, New York",5527,530,(X),(X),2713,358,(X),(X)
1400000US36005023704,"Census Tract 237.04, Bronx County, New York",3944,384,(X),(X),1835,294,(X),(X)
1400000US36005023800,"Census Tract 238, Bronx County, New York",2288,310,(X),(X),1150,215,(X),(X)
1400000US36005023900,"Census Tract 239, Bronx County, New York",7684,660,(X),(X),3581,432,(X),(X)
1400000US36005024000,"Census Tract 240, Bronx County, New York",4234,553,(X),(X),2276,290,(X),(X)
1400000US36005024100,"Census Tract 241, Bronx County, New York",6635,576,(X),(X),3201,341,(X),(X)
1400000US36005024300,"Census Tract 243, Bronx County, New York",5630,450,(X),(X),2444,323,(X),(X)
1400000US36005024400,"Census Tract 244, Bronx County, New York",2277,224,(X),(X),1096,168,(X),(X)
1400000US36005024501,"Census Tract 245.01, Bronx County, New York",5009,511,(X),(X),2149,275,(X),(X)
1400000US36005024502,"Census Tract 245.02, Bronx County, New York",3752,391,(X),(X),1653,286,(X),(X)
1400000US36005024600,"Census Tract 246, Bronx County, New York",2082,278,(X),(X),1079,190,(X),(X)
1400000US36005024700,"Census Tract 247, Bronx County, New York",2037,212,(X),(X),907,147,(X),(X)
1400000US36005024800,"Census Tract 248, Bronx County, New York",3053,318,(X),(X),1530,225,(X),(X)
1400000US36005024900,"Census Tract 249, Bronx County, New York",0,12,(X),(X),0,12,(X),(X)
1400000US36005025000,"Census Tract 250, Bronx County, New York",2582,290,(X),(X),1283,235,(X),(X)
1400000US36005025100,"Census Tract 251, Bronx County, New York",6636,752,(X),(X),3205,537,(X),(X)
1400000US36005025200,"Census Tract 252, Bronx County, New York",2711,237,(X),(X),1326,145,(X),(X)
1400000US36005025300,"Census Tract 253, Bronx County, New York",6314,505,(X),(X),2743,295,(X),(X)
1400000US36005025400,"Census Tract 254, Bronx County, New York",2097,196,(X),(X),975,152,(X),(X)
1400000US36005025500,"Census Tract 255, Bronx County, New York",6905,784,(X),(X),3594,615,(X),(X)
1400000US36005025600,"Census Tract 256, Bronx County, New York",1688,268,(X),(X),739,165,(X),(X)
1400000US36005025700,"Census Tract 257, Bronx County, New York",1969,338,(X),(X),1075,247,(X),(X)
1400000US36005026100,"Census Tract 261, Bronx County, New York",1950,171,(X),(X),850,125,(X),(X)
1400000US36005026300,"Census Tract 263, Bronx County, New York",6015,776,(X),(X),2425,447,(X),(X)
1400000US36005026400,"Census Tract 264, Bronx County, New York",5398,698,(X),(X),2457,327,(X),(X)
1400000US36005026500,"Census Tract 265, Bronx County, New York",7615,916,(X),(X),3844,565,(X),(X)
1400000US36005026601,"Census Tract 266.01, Bronx County, New York",3352,367,(X),(X),1608,283,(X),(X)
1400000US36005026602,"Census Tract 266.02, Bronx County, New York",5207,541,(X),(X),2343,369,(X),(X)
1400000US36005026701,"Census Tract 267.01, Bronx County, New York",4237,433,(X),(X),2042,272,(X),(X)
1400000US36005026702,"Census Tract 267.02, Bronx County, New York",7221,753,(X),(X),3062,493,(X),(X)
1400000US36005026900,"Census Tract 269, Bronx County, New York",3364,316,(X),(X),1618,219,(X),(X)
1400000US36005027300,"Census Tract 273, Bronx County, New York",7895,795,(X),(X),3573,513,(X),(X)
1400000US36005027401,"Census Tract 274.01, Bronx County, New York",4829,522,(X),(X),2225,327,(X),(X)
1400000US36005027402,"Census Tract 274.02, Bronx County, New York",3450,307,(X),(X),1613,182,(X),(X)
1400000US36005027600,"Census Tract 276, Bronx County, New York",4,7,(X),(X),0,12,(X),(X)
1400000US36005027700,"Census Tract 277, Bronx County, New York",4883,531,(X),(X),2465,470,(X),(X)
1400000US36005027900,"Census Tract 279, Bronx County, New York",7035,779,(X),(X),3621,495,(X),(X)
1400000US36005028100,"Census Tract 281, Bronx County, New York",4236,436,(X),(X),2014,248,(X),(X)
1400000US36005028300,"Census Tract 283, Bronx County, New York",2618,294,(X),(X),1108,269,(X),(X)
1400000US36005028400,"Census Tract 284, Bronx County, New York",598,379,(X),(X),390,297,(X),(X)
1400000US36005028500,"Census Tract 285, Bronx County, New York",3527,281,(X),(X),1692,234,(X),(X)
1400000US36005028600,"Census Tract 286, Bronx County, New York",1116,163,(X),(X),573,126,(X),(X)
1400000US36005028700,"Census Tract 287, Bronx County, New York",3000,328,(X),(X),1340,239,(X),(X)
1400000US36005028800,"Census Tract 288, Bronx County, New York",3288,385,(X),(X),1774,315,(X),(X)
1400000US36005028900,"Census Tract 289, Bronx County, New York",4773,461,(X),(X),2218,417,(X),(X)
1400000US36005029301,"Census Tract 293.01, Bronx County, New York",1842,160,(X),(X),806,135,(X),(X)
1400000US36005029302,"Census Tract 293.02, Bronx County, New York",5767,442,(X),(X),2909,361,(X),(X)
1400000US36005029500,"Census Tract 295, Bronx County, New York",4649,448,(X),(X),2068,316,(X),(X)
1400000US36005029600,"Census Tract 296, Bronx County, New York",1592,177,(X),(X),775,114,(X),(X)
1400000US36005029700,"Census Tract 297, Bronx County, New York",3727,271,(X),(X),1631,184,(X),(X)
1400000US36005030000,"Census Tract 300, Bronx County, New York",6003,666,(X),(X),3059,505,(X),(X)
1400000US36005030100,"Census Tract 301, Bronx County, New York",1392,198,(X),(X),570,128,(X),(X)
1400000US36005030200,"Census Tract 302, Bronx County, New York",9213,1064,(X),(X),3885,595,(X),(X)
1400000US36005030701,"Census Tract 307.01, Bronx County, New York",5617,430,(X),(X),2749,289,(X),(X)
1400000US36005030900,"Census Tract 309, Bronx County, New York",3703,416,(X),(X),1511,223,(X),(X)
1400000US36005031000,"Census Tract 310, Bronx County, New York",4776,492,(X),(X),2179,259,(X),(X)
1400000US36005031200,"Census Tract 312, Bronx County, New York",1598,214,(X),(X),776,104,(X),(X)
1400000US36005031400,"Census Tract 314, Bronx County, New York",2209,223,(X),(X),1083,158,(X),(X)
1400000US36005031600,"Census Tract 316, Bronx County, New York",1910,215,(X),(X),991,145,(X),(X)
1400000US36005031800,"Census Tract 318, Bronx County, New York",1987,290,(X),(X),958,170,(X),(X)
1400000US36005031900,"Census Tract 319, Bronx County, New York",636,196,(X),(X),223,96,(X),(X)
1400000US36005032300,"Census Tract 323, Bronx County, New York",4400,378,(X),(X),2142,283,(X),(X)
1400000US36005032400,"Census Tract 324, Bronx County, New York",3696,420,(X),(X),1820,313,(X),(X)
1400000US36005032600,"Census Tract 326, Bronx County, New York",3859,498,(X),(X),1707,302,(X),(X)
1400000US36005032800,"Census Tract 328, Bronx County, New York",3982,362,(X),(X),1977,256,(X),(X)
1400000US36005033000,"Census Tract 330, Bronx County, New York",5885,693,(X),(X),3017,438,(X),(X)
1400000US36005033201,"Census Tract 332.01, Bronx County, New York",5305,754,(X),(X),2708,500,(X),(X)
1400000US36005033202,"Census Tract 332.02, Bronx County, New York",4218,493,(X),(X),2036,319,(X),(X)
1400000US36005033400,"Census Tract 334, Bronx County, New York",72,33,(X),(X),25,13,(X),(X)
1400000US36005033500,"Census Tract 335, Bronx County, New York",2011,251,(X),(X),886,138,(X),(X)
1400000US36005033600,"Census Tract 336, Bronx County, New York",6697,725,(X),(X),2900,466,(X),(X)
1400000US36005033700,"Census Tract 337, Bronx County, New York",2381,224,(X),(X),1158,127,(X),(X)
1400000US36005033800,"Census Tract 338, Bronx County, New York",4176,472,(X),(X),2252,311,(X),(X)
1400000US36005034000,"Census Tract 340, Bronx County, New York",5464,683,(X),(X),2783,494,(X),(X)
1400000US36005034200,"Census Tract 342, Bronx County, New York",1982,263,(X),(X),895,151,(X),(X)
1400000US36005034300,"Census Tract 343, Bronx County, New York",1680,172,(X),(X),786,137,(X),(X)
1400000US36005034400,"Census Tract 344, Bronx County, New York",2127,334,(X),(X),866,157,(X),(X)
1400000US36005034500,"Census Tract 345, Bronx County, New York",3357,388,(X),(X),1756,240,(X),(X)
1400000US36005034800,"Census Tract 348, Bronx County, New York",6318,815,(X),(X),3042,526,(X),(X)
1400000US36005035000,"Census Tract 350, Bronx County, New York",2078,288,(X),(X),1035,161,(X),(X)
1400000US36005035100,"Census Tract 351, Bronx County, New York",3766,348,(X),(X),1814,245,(X),(X)
1400000US36005035600,"Census Tract 356, Bronx County, New York",2143,296,(X),(X),1043,175,(X),(X)
1400000US36005035800,"Census Tract 358, Bronx County, New York",8054,787,(X),(X),3764,580,(X),(X)
1400000US36005035900,"Census Tract 359, Bronx County, New York",1975,206,(X),(X),999,161,(X),(X)
1400000US36005036000,"Census Tract 360, Bronx County, New York",3149,326,(X),(X),1524,215,(X),(X)
1400000US36005036100,"Census Tract 361, Bronx County, New York",5547,425,(X),(X),2166,405,(X),(X)
1400000US36005036300,"Census Tract 363, Bronx County, New York",7735,850,(X),(X),3887,502,(X),(X)
1400000US36005036400,"Census Tract 364, Bronx County, New York",2688,308,(X),(X),1252,190,(X),(X)
1400000US36005036501,"Census Tract 365.01, Bronx County, New York",3705,348,(X),(X),1816,238,(X),(X)
1400000US36005036502,"Census Tract 365.02, Bronx County, New York",2328,351,(X),(X),1103,225,(X),(X)
1400000US36005036700,"Census Tract 367, Bronx County, New York",2440,313,(X),(X),1144,183,(X),(X)
1400000US36005036800,"Census Tract 368, Bronx County, New York",1988,321,(X),(X),929,173,(X),(X)
1400000US36005036901,"Census Tract 369.01, Bronx County, New York",2289,251,(X),(X),1148,140,(X),(X)
1400000US36005036902,"Census Tract 369.02, Bronx County, New York",2156,225,(X),(X),1112,158,(X),(X)
1400000US36005037000,"Census Tract 370, Bronx County, New York",2528,262,(X),(X),1090,173,(X),(X)
1400000US36005037100,"Census Tract 371, Bronx County, New York",4322,478,(X),(X),1972,301,(X),(X)
1400000US36005037200,"Census Tract 372, Bronx County, New York",2279,333,(X),(X),906,181,(X),(X)
1400000US36005037300,"Census Tract 373, Bronx County, New York",5908,671,(X),(X),2400,341,(X),(X)
1400000US36005037400,"Census Tract 374, Bronx County, New York",3838,636,(X),(X),1715,389,(X),(X)
1400000US36005037504,"Census Tract 375.04, Bronx County, New York",3409,329,(X),(X),1555,266,(X),(X)
1400000US36005037600,"Census Tract 376, Bronx County, New York",2319,246,(X),(X),1114,198,(X),(X)
1400000US36005037800,"Census Tract 378, Bronx County, New York",3033,372,(X),(X),1354,240,(X),(X)
1400000US36005037900,"Census Tract 379, Bronx County, New York",5268,496,(X),(X),2550,288,(X),(X)
1400000US36005038000,"Census Tract 380, Bronx County, New York",5378,773,(X),(X),2486,475,(X),(X)
1400000US36005038100,"Census Tract 381, Bronx County, New York",6909,794,(X),(X),3352,568,(X),(X)
1400000US36005038200,"Census Tract 382, Bronx County, New York",2943,306,(X),(X),1472,210,(X),(X)
1400000US36005038301,"Census Tract 383.01, Bronx County, New York",4882,452,(X),(X),2465,354,(X),(X)
1400000US36005038302,"Census Tract 383.02, Bronx County, New York",6127,482,(X),(X),2778,371,(X),(X)
1400000US36005038500,"Census Tract 385, Bronx County, New York",4757,531,(X),(X),2258,283,(X),(X)
1400000US36005038600,"Census Tract 386, Bronx County, New York",8737,901,(X),(X),3829,602,(X),(X)
1400000US36005038700,"Census Tract 387, Bronx County, New York",3622,421,(X),(X),2015,341,(X),(X)
1400000US36005038800,"Census Tract 388, Bronx County, New York",2780,374,(X),(X),1277,195,(X),(X)
1400000US36005038900,"Census Tract 389, Bronx County, New York",5453,649,(X),(X),2725,367,(X),(X)
1400000US36005039000,"Census Tract 390, Bronx County, New York",2766,413,(X),(X),1458,269,(X),(X)
1400000US36005039100,"Census Tract 391, Bronx County, New York",7438,899,(X),(X),3620,616,(X),(X)
1400000US36005039200,"Census Tract 392, Bronx County, New York",1655,225,(X),(X),886,167,(X),(X)
1400000US36005039300,"Census Tract 393, Bronx County, New York",8721,639,(X),(X),3524,425,(X),(X)
1400000US36005039400,"Census Tract 394, Bronx County, New York",5308,506,(X),(X),2383,291,(X),(X)
1400000US36005039500,"Census Tract 395, Bronx County, New York",4228,466,(X),(X),1846,273,(X),(X)
1400000US36005039600,"Census Tract 396, Bronx County, New York",4741,549,(X),(X),2129,256,(X),(X)
1400000US36005039700,"Census Tract 397, Bronx County, New York",3881,341,(X),(X),1748,195,(X),(X)
1400000US36005039800,"Census Tract 398, Bronx County, New York",3587,441,(X),(X),1482,222,(X),(X)
1400000US36005039901,"Census Tract 399.01, Bronx County, New York",5615,512,(X),(X),2759,297,(X),(X)
1400000US36005039902,"Census Tract 399.02, Bronx County, New York",5346,378,(X),(X),2556,255,(X),(X)
1400000US36005040100,"Census Tract 401, Bronx County, New York",4610,475,(X),(X),2425,370,(X),(X)
1400000US36005040302,"Census Tract 403.02, Bronx County, New York",4300,341,(X),(X),2016,227,(X),(X)
1400000US36005040303,"Census Tract 403.03, Bronx County, New York",5102,464,(X),(X),2422,312,(X),(X)
1400000US36005040304,"Census Tract 403.04, Bronx County, New York",3903,504,(X),(X),1702,376,(X),(X)
1400000US36005040400,"Census Tract 404, Bronx County, New York",3370,469,(X),(X),1571,272,(X),(X)
1400000US36005040501,"Census Tract 405.01, Bronx County, New York",4435,509,(X),(X),2181,356,(X),(X)
1400000US36005040502,"Census Tract 405.02, Bronx County, New York",7260,710,(X),(X),3562,439,(X),(X)
